Image Name,series length 1,series length 2,series length 3,series length 4,series length 5,series length 6,series length 7,series length 8,series length 9,series length 10,series length 11,series length 12,with message
Image00019.tif,65068.0,32325.0,16416.0,8137.0,4192.0,2042.0,1060.0,543.0,248.0,145.0,78.0,26.0,1.0
Image00020.tif,62805.0,31143.0,15483.0,7832.0,4157.0,2215.0,1218.0,695.0,386.0,247.0,149.0,83.0,1.0
Image00021.tif,65051.0,32365.0,16304.0,8088.0,4244.0,2099.0,1008.0,554.0,256.0,155.0,86.0,36.0,1.0
Image00022.tif,64208.0,32104.0,16123.0,8133.0,4220.0,2154.0,1145.0,543.0,284.0,156.0,70.0,52.0,1.0
Image00023.tif,63201.0,31508.0,15837.0,8356.0,4323.0,2232.0,1138.0,609.0,310.0,188.0,81.0,49.0,1.0
Image00024.tif,64459.0,32342.0,16435.0,8230.0,4209.0,2084.0,1100.0,501.0,283.0,127.0,75.0,31.0,1.0
Image00025.tif,64190.0,32215.0,16087.0,8169.0,4209.0,2236.0,1132.0,528.0,283.0,161.0,64.0,38.0,1.0
Image00026.tif,63164.0,30792.0,15341.0,7967.0,4253.0,2168.0,1241.0,669.0,406.0,225.0,126.0,89.0,1.0
Image00027.tif,64146.0,31598.0,16011.0,8291.0,4261.0,2163.0,1061.0,578.0,335.0,166.0,92.0,58.0,1.0
Image00028.tif,64821.0,32253.0,16495.0,8182.0,4114.0,2177.0,1059.0,503.0,271.0,125.0,73.0,39.0,1.0
Image00029.tif,64733.0,32508.0,16242.0,8182.0,4067.0,2166.0,1071.0,587.0,268.0,118.0,87.0,32.0,1.0
Image00030.tif,65508.0,32275.0,16455.0,8368.0,4130.0,1999.0,1042.0,506.0,255.0,136.0,59.0,38.0,1.0
Image00031.tif,65563.0,32709.0,16376.0,8226.0,4108.0,2031.0,1034.0,498.0,239.0,135.0,68.0,37.0,1.0
Image00032.tif,64644.0,32307.0,16179.0,8351.0,4143.0,2116.0,1072.0,545.0,280.0,137.0,68.0,30.0,1.0
Image00033.tif,64811.0,32581.0,16511.0,8099.0,4138.0,2074.0,1060.0,537.0,275.0,130.0,71.0,32.0,1.0
Image00034.tif,64889.0,32565.0,16258.0,8201.0,4097.0,2078.0,1108.0,513.0,287.0,140.0,74.0,34.0,1.0
Image00035.tif,65115.0,31970.0,15943.0,8002.0,4272.0,2081.0,1060.0,542.0,326.0,156.0,91.0,55.0,1.0
Image00036.tif,64333.0,32069.0,16049.0,8108.0,4009.0,2169.0,1096.0,608.0,317.0,157.0,108.0,55.0,1.0
Image00037.tif,64903.0,32882.0,16378.0,8212.0,4178.0,2055.0,1019.0,520.0,249.0,125.0,58.0,28.0,1.0
Image00038.tif,65255.0,32689.0,16145.0,8256.0,4106.0,2084.0,1055.0,549.0,255.0,134.0,58.0,39.0,1.0
Image00039.tif,64685.0,32682.0,16159.0,8317.0,4126.0,2101.0,1075.0,530.0,246.0,158.0,60.0,29.0,1.0
Image00040.tif,64770.0,32439.0,16403.0,8383.0,4036.0,2123.0,1071.0,536.0,254.0,121.0,75.0,37.0,1.0
Image00041.tif,65329.0,32819.0,16231.0,8308.0,4112.0,2082.0,992.0,530.0,258.0,109.0,68.0,40.0,1.0
Image00042.tif,64794.0,32449.0,16236.0,8304.0,4170.0,2072.0,1048.0,538.0,270.0,149.0,67.0,29.0,1.0
Image00043.tif,65352.0,32450.0,16222.0,8418.0,4131.0,2047.0,1011.0,498.0,276.0,139.0,68.0,29.0,1.0
Image00044.tif,65265.0,32467.0,16382.0,8213.0,4103.0,2143.0,1016.0,533.0,247.0,139.0,66.0,31.0,1.0
Image00045.tif,64832.0,32490.0,16406.0,8208.0,4157.0,2091.0,1002.0,554.0,264.0,126.0,73.0,38.0,1.0
Image00046.tif,65033.0,32381.0,16518.0,8172.0,4232.0,2048.0,1010.0,508.0,273.0,136.0,85.0,29.0,1.0
Image00047.tif,65632.0,32885.0,16391.0,8158.0,4031.0,2077.0,1063.0,503.0,243.0,130.0,66.0,26.0,1.0
Image00048.tif,65602.0,32701.0,16435.0,8109.0,4113.0,2054.0,992.0,477.0,280.0,150.0,71.0,35.0,1.0
Image00049.tif,65000.0,32469.0,16336.0,8282.0,4165.0,2055.0,1013.0,563.0,274.0,127.0,66.0,24.0,1.0
Image00050.tif,65511.0,32609.0,16376.0,8220.0,4169.0,2057.0,1005.0,521.0,247.0,118.0,67.0,35.0,1.0
Image00051.tif,64998.0,32540.0,16380.0,8105.0,4116.0,2104.0,1060.0,557.0,287.0,119.0,64.0,32.0,1.0
Image00052.tif,64349.0,32419.0,16455.0,8187.0,4160.0,2106.0,1052.0,535.0,283.0,131.0,80.0,43.0,1.0
Image00053.tif,64546.0,32335.0,16274.0,8349.0,4113.0,2095.0,1070.0,532.0,265.0,152.0,85.0,36.0,1.0
Image00054.tif,65055.0,32344.0,16289.0,8062.0,4166.0,2121.0,1083.0,539.0,293.0,131.0,77.0,46.0,1.0
Image00055.tif,65013.0,32521.0,16247.0,8295.0,4091.0,2114.0,1009.0,499.0,265.0,156.0,86.0,30.0,1.0
Image00056.tif,65086.0,32695.0,16383.0,8151.0,4159.0,2085.0,1010.0,511.0,273.0,131.0,77.0,28.0,1.0
Image00057.tif,64206.0,32171.0,16722.0,8198.0,4148.0,2057.0,1090.0,519.0,279.0,138.0,67.0,34.0,1.0
Image00058.tif,63580.0,32049.0,16079.0,8277.0,4274.0,2183.0,1089.0,569.0,293.0,160.0,91.0,47.0,1.0
Image00059.tif,65302.0,32909.0,16148.0,8165.0,4084.0,2147.0,1059.0,524.0,243.0,131.0,77.0,27.0,1.0
Image00060.tif,63623.0,31538.0,15836.0,8227.0,4075.0,2158.0,1168.0,647.0,350.0,184.0,102.0,77.0,1.0
Image00061.tif,64711.0,32001.0,16287.0,8419.0,4122.0,2081.0,1101.0,550.0,267.0,144.0,72.0,47.0,1.0
Image00062.tif,64675.0,32683.0,16388.0,8353.0,4115.0,2069.0,1053.0,495.0,276.0,127.0,50.0,36.0,1.0
Image00063.tif,63815.0,32067.0,16094.0,8339.0,4159.0,2113.0,1111.0,616.0,293.0,164.0,87.0,40.0,1.0
Image00064.tif,64664.0,32556.0,16076.0,8217.0,4139.0,2123.0,1093.0,549.0,304.0,139.0,63.0,37.0,1.0
Image00065.tif,65390.0,32359.0,16472.0,8134.0,4130.0,2036.0,1057.0,504.0,264.0,138.0,83.0,41.0,1.0
Image00066.tif,64444.0,32891.0,16253.0,8323.0,4157.0,2057.0,1084.0,506.0,239.0,157.0,66.0,26.0,1.0
Image00067.tif,64790.0,32583.0,16380.0,8285.0,4103.0,2074.0,1078.0,480.0,273.0,131.0,76.0,42.0,1.0
Image00068.tif,64302.0,32495.0,16407.0,8318.0,4153.0,2107.0,1027.0,552.0,246.0,153.0,60.0,35.0,1.0
Image00069.tif,65165.0,32434.0,16452.0,8324.0,4078.0,2108.0,1030.0,507.0,257.0,128.0,63.0,41.0,1.0
Image00070.tif,65408.0,33023.0,16369.0,8115.0,4126.0,2088.0,979.0,508.0,268.0,106.0,62.0,34.0,1.0
Image00071.tif,64152.0,32340.0,16255.0,8421.0,4189.0,2117.0,1010.0,520.0,313.0,144.0,64.0,37.0,1.0
Image00072.tif,63406.0,31270.0,16153.0,8086.0,4146.0,2246.0,1146.0,639.0,331.0,207.0,95.0,68.0,1.0
Image00073.tif,64882.0,32275.0,16286.0,8182.0,4163.0,2172.0,1068.0,565.0,280.0,124.0,57.0,35.0,1.0
Image00074.tif,65007.0,32172.0,16358.0,8260.0,4136.0,2164.0,1068.0,522.0,273.0,136.0,70.0,34.0,1.0
Image00075.tif,65369.0,32893.0,16425.0,8076.0,4103.0,2089.0,1044.0,520.0,261.0,121.0,53.0,30.0,1.0
Image00076.tif,65039.0,32730.0,16220.0,8348.0,4103.0,2092.0,1027.0,527.0,252.0,129.0,63.0,38.0,1.0
Image00077.tif,64758.0,32370.0,16452.0,8196.0,4110.0,2139.0,1075.0,514.0,260.0,148.0,69.0,40.0,1.0
Image00078.tif,64593.0,32536.0,16646.0,8148.0,4095.0,2093.0,1045.0,540.0,262.0,128.0,71.0,27.0,1.0
Image00079.tif,65390.0,32434.0,16482.0,8189.0,4094.0,2032.0,1045.0,563.0,268.0,139.0,64.0,27.0,1.0
Image00080.tif,65033.0,32614.0,16536.0,8243.0,3986.0,2073.0,1030.0,545.0,247.0,139.0,72.0,34.0,1.0
Image00081.tif,65725.0,32438.0,16266.0,8240.0,4238.0,2089.0,995.0,511.0,255.0,128.0,47.0,36.0,1.0
Image00082.tif,65394.0,32755.0,16422.0,8194.0,4085.0,2046.0,1040.0,540.0,257.0,109.0,61.0,29.0,1.0
Image00083.tif,64831.0,32452.0,16325.0,8118.0,4120.0,2160.0,1032.0,537.0,269.0,160.0,68.0,46.0,1.0
Image00084.tif,65368.0,32703.0,16240.0,8073.0,4175.0,2074.0,1036.0,527.0,268.0,160.0,55.0,32.0,1.0
Image00085.tif,65063.0,32275.0,16414.0,8303.0,4141.0,2052.0,1061.0,539.0,263.0,124.0,72.0,35.0,1.0
Image00086.tif,64842.0,32817.0,16431.0,8138.0,4198.0,2046.0,1040.0,484.0,287.0,127.0,56.0,29.0,1.0
Image00087.tif,65164.0,32646.0,16459.0,8105.0,4131.0,2087.0,1053.0,542.0,248.0,116.0,69.0,34.0,1.0
Image00088.tif,65424.0,32436.0,16523.0,8101.0,4131.0,2124.0,1045.0,492.0,257.0,134.0,66.0,35.0,1.0
Image00089.tif,65216.0,32741.0,16321.0,8254.0,4072.0,2018.0,1078.0,540.0,264.0,142.0,51.0,31.0,1.0
Image00090.tif,65392.0,32589.0,16346.0,8067.0,4215.0,2023.0,1036.0,547.0,275.0,137.0,51.0,34.0,1.0
Image00091.tif,65400.0,32567.0,16577.0,8175.0,4148.0,2039.0,982.0,524.0,252.0,133.0,54.0,38.0,1.0
Image00092.tif,65117.0,32664.0,16284.0,8326.0,4062.0,2028.0,1042.0,536.0,281.0,138.0,74.0,29.0,1.0
Image00093.tif,65153.0,32543.0,16376.0,8218.0,4096.0,2132.0,1040.0,513.0,262.0,116.0,70.0,41.0,1.0
Image00094.tif,65255.0,32817.0,16263.0,8229.0,4105.0,2063.0,1021.0,544.0,268.0,110.0,64.0,29.0,1.0
Image00095.tif,64833.0,32794.0,16593.0,8124.0,4087.0,2061.0,1026.0,508.0,255.0,148.0,58.0,38.0,1.0
Image00096.tif,65533.0,32719.0,16201.0,8258.0,4071.0,2073.0,1058.0,554.0,250.0,122.0,72.0,25.0,1.0
Image00097.tif,65173.0,32828.0,16328.0,8227.0,4114.0,2065.0,1025.0,505.0,271.0,122.0,74.0,30.0,1.0
Image00098.tif,65538.0,32868.0,16323.0,8176.0,4078.0,2055.0,1047.0,526.0,238.0,115.0,70.0,40.0,1.0
Image00099.tif,65374.0,32933.0,16181.0,8254.0,4098.0,2036.0,1036.0,501.0,253.0,138.0,81.0,36.0,1.0
Image00100.tif,65901.0,32662.0,16514.0,8008.0,4145.0,2045.0,1004.0,503.0,272.0,123.0,69.0,32.0,1.0
Image00101.tif,65425.0,32851.0,16305.0,8183.0,4050.0,2073.0,1076.0,523.0,244.0,122.0,59.0,42.0,1.0
Image00102.tif,65897.0,32738.0,16314.0,8077.0,4094.0,2103.0,996.0,535.0,276.0,124.0,70.0,35.0,1.0
Image00103.tif,65346.0,32688.0,16150.0,8214.0,4100.0,2069.0,1041.0,535.0,269.0,151.0,71.0,34.0,1.0
Image00104.tif,65527.0,32839.0,16224.0,8176.0,4111.0,1992.0,1079.0,508.0,270.0,139.0,71.0,34.0,1.0
Image00105.tif,65833.0,32714.0,16335.0,8037.0,4115.0,2172.0,1050.0,489.0,219.0,125.0,65.0,38.0,1.0
Image00106.tif,65311.0,33074.0,16124.0,8204.0,4178.0,2060.0,1016.0,511.0,243.0,130.0,66.0,33.0,1.0
Image00107.tif,65317.0,32468.0,16423.0,8234.0,4103.0,2121.0,1005.0,517.0,272.0,114.0,65.0,42.0,1.0
Image00108.tif,65353.0,32702.0,16417.0,8167.0,4067.0,2047.0,1078.0,535.0,245.0,130.0,64.0,31.0,1.0
Image00109.tif,64952.0,32458.0,16400.0,8199.0,4086.0,2096.0,1084.0,535.0,252.0,131.0,96.0,25.0,1.0
Image00110.tif,65403.0,32453.0,16365.0,8172.0,4089.0,2127.0,1055.0,513.0,264.0,133.0,73.0,38.0,1.0
Image00111.tif,65348.0,32471.0,16338.0,8293.0,4106.0,2052.0,1045.0,514.0,261.0,131.0,62.0,42.0,1.0
Image00112.tif,64460.0,32469.0,16289.0,8227.0,4145.0,2110.0,1068.0,558.0,276.0,142.0,61.0,42.0,1.0
Image00113.tif,65685.0,32613.0,16540.0,8092.0,4074.0,1972.0,1032.0,538.0,251.0,128.0,72.0,48.0,1.0
Image00114.tif,65390.0,32378.0,16430.0,8148.0,4177.0,2042.0,1067.0,515.0,270.0,119.0,82.0,29.0,1.0
Image00115.tif,65200.0,32652.0,16410.0,8096.0,4168.0,2076.0,1054.0,520.0,264.0,148.0,62.0,22.0,1.0
Image00116.tif,64611.0,32455.0,16400.0,8094.0,4134.0,2196.0,1070.0,520.0,271.0,131.0,69.0,44.0,1.0
Image00117.tif,65177.0,32580.0,16276.0,8210.0,4204.0,2048.0,1050.0,547.0,259.0,113.0,62.0,30.0,1.0
Image00118.tif,65250.0,33000.0,16155.0,8281.0,4054.0,2059.0,1027.0,546.0,259.0,127.0,66.0,35.0,1.0
Image00119.tif,65614.0,32716.0,16406.0,8152.0,4202.0,2056.0,996.0,480.0,268.0,125.0,69.0,13.0,1.0
Image00120.tif,65167.0,32837.0,16363.0,8160.0,4191.0,2054.0,1021.0,500.0,261.0,134.0,58.0,25.0,1.0
Image00121.tif,64496.0,31863.0,16105.0,8001.0,4099.0,2116.0,1169.0,599.0,324.0,188.0,88.0,52.0,1.0
Image00122.tif,65269.0,32901.0,16515.0,8258.0,4071.0,2070.0,964.0,521.0,260.0,117.0,58.0,29.0,1.0
Image00123.tif,65565.0,32500.0,16461.0,8220.0,4099.0,2057.0,1047.0,516.0,253.0,127.0,63.0,26.0,1.0
Image00124.tif,65377.0,32776.0,16226.0,8247.0,4042.0,2059.0,1034.0,528.0,276.0,132.0,74.0,33.0,1.0
Image00125.tif,65385.0,32452.0,16087.0,8261.0,4271.0,2129.0,994.0,520.0,266.0,147.0,61.0,27.0,1.0
Image00126.tif,64605.0,32310.0,15992.0,8106.0,4306.0,2197.0,1124.0,552.0,246.0,143.0,74.0,42.0,1.0
Image00127.tif,65198.0,32646.0,16401.0,8166.0,4034.0,2055.0,1030.0,531.0,273.0,121.0,94.0,44.0,1.0
Image00128.tif,65189.0,32054.0,16370.0,8322.0,4246.0,2037.0,1060.0,515.0,275.0,132.0,71.0,27.0,1.0
Image00129.tif,64227.0,32258.0,16411.0,8270.0,4180.0,2042.0,1055.0,541.0,298.0,154.0,81.0,35.0,1.0
Image00130.tif,65148.0,32384.0,16591.0,8029.0,4203.0,2067.0,1060.0,526.0,268.0,134.0,62.0,34.0,1.0
Image00131.tif,64005.0,32162.0,16294.0,8339.0,4230.0,2128.0,1112.0,532.0,267.0,150.0,69.0,36.0,1.0
Image00132.tif,65677.0,32773.0,16304.0,8112.0,4107.0,2062.0,1031.0,516.0,266.0,141.0,58.0,37.0,1.0
Image00133.tif,65537.0,32813.0,16364.0,8226.0,3987.0,2052.0,1036.0,526.0,297.0,109.0,58.0,37.0,1.0
Image00134.tif,64998.0,32585.0,16588.0,8274.0,4115.0,2003.0,1001.0,519.0,296.0,129.0,55.0,31.0,1.0
Image00135.tif,65756.0,32694.0,16305.0,8319.0,4023.0,2040.0,1028.0,522.0,241.0,140.0,65.0,34.0,1.0
Image00136.tif,65700.0,32747.0,16288.0,8233.0,4106.0,2079.0,1070.0,489.0,241.0,133.0,55.0,28.0,1.0
Image00137.tif,64779.0,32713.0,16284.0,8224.0,4125.0,2129.0,1069.0,544.0,249.0,112.0,50.0,26.0,1.0
Image00138.tif,65527.0,32620.0,16387.0,8116.0,4149.0,2048.0,1051.0,487.0,254.0,142.0,72.0,35.0,1.0
Image00139.tif,64692.0,32784.0,16480.0,8102.0,4192.0,2054.0,1034.0,558.0,266.0,133.0,62.0,20.0,1.0
Image00140.tif,65008.0,32578.0,16249.0,8310.0,4105.0,2044.0,994.0,557.0,265.0,134.0,90.0,40.0,1.0
Image00141.tif,65018.0,32554.0,16363.0,8322.0,4180.0,2123.0,1046.0,506.0,221.0,127.0,45.0,29.0,1.0
Image00142.tif,65156.0,32826.0,16310.0,8134.0,4105.0,2109.0,1030.0,509.0,271.0,137.0,57.0,44.0,1.0
Image00143.tif,65066.0,32610.0,16433.0,8143.0,4095.0,2041.0,1079.0,510.0,314.0,119.0,67.0,31.0,1.0
Image00144.tif,64809.0,32576.0,16338.0,8151.0,4166.0,2211.0,1058.0,490.0,278.0,128.0,65.0,21.0,1.0
Image00145.tif,65137.0,32194.0,16253.0,8258.0,4227.0,2065.0,1107.0,525.0,275.0,138.0,61.0,31.0,1.0
Image00146.tif,64503.0,32890.0,16461.0,8154.0,4085.0,2056.0,1062.0,539.0,266.0,135.0,72.0,27.0,1.0
Image00147.tif,65403.0,32513.0,16293.0,8298.0,4143.0,2083.0,1005.0,525.0,260.0,128.0,63.0,34.0,1.0
Image00148.tif,65385.0,32736.0,16535.0,8252.0,4056.0,2014.0,1014.0,519.0,244.0,127.0,56.0,37.0,1.0
Image00149.tif,65154.0,32474.0,16442.0,8215.0,4148.0,2099.0,994.0,523.0,261.0,133.0,67.0,37.0,1.0
Image00150.tif,65142.0,32354.0,16489.0,8238.0,4048.0,2087.0,1022.0,554.0,269.0,147.0,79.0,32.0,1.0
Image00151.tif,64770.0,32424.0,16355.0,8258.0,4161.0,2198.0,1042.0,505.0,233.0,132.0,67.0,37.0,1.0
Image00152.tif,65226.0,32415.0,16492.0,8222.0,4185.0,2015.0,1050.0,488.0,265.0,119.0,76.0,39.0,1.0
Image00153.tif,65044.0,32556.0,16163.0,8337.0,4200.0,2047.0,1036.0,521.0,257.0,142.0,69.0,42.0,1.0
Image00154.tif,64923.0,32658.0,16228.0,8271.0,4191.0,2057.0,1045.0,494.0,284.0,123.0,63.0,36.0,1.0
Image00155.tif,64552.0,32532.0,16152.0,8324.0,4241.0,2105.0,992.0,526.0,286.0,149.0,58.0,38.0,1.0
Image00156.tif,64680.0,32971.0,16610.0,8215.0,4060.0,1999.0,1044.0,516.0,262.0,130.0,55.0,32.0,1.0
Image00157.tif,64388.0,32616.0,16369.0,8309.0,4128.0,2041.0,1078.0,526.0,291.0,143.0,56.0,31.0,1.0
Image00158.tif,65585.0,32693.0,16529.0,8243.0,4057.0,2125.0,965.0,479.0,242.0,140.0,57.0,34.0,1.0
Image00159.tif,64669.0,32737.0,16393.0,8134.0,4122.0,2088.0,1050.0,546.0,273.0,126.0,69.0,39.0,1.0
Image00160.tif,65008.0,32377.0,16550.0,8165.0,4118.0,2071.0,1049.0,527.0,267.0,140.0,74.0,35.0,1.0
Image00161.tif,65257.0,32405.0,16275.0,8217.0,4187.0,2069.0,1036.0,539.0,277.0,142.0,73.0,32.0,1.0
Image00162.tif,64859.0,32631.0,16338.0,8149.0,4118.0,2158.0,1031.0,552.0,250.0,132.0,63.0,35.0,1.0
Image00163.tif,64776.0,32290.0,16306.0,8268.0,4076.0,2143.0,1017.0,563.0,267.0,135.0,84.0,47.0,1.0
Image00164.tif,65685.0,32660.0,16377.0,8090.0,4150.0,2077.0,1032.0,487.0,250.0,149.0,58.0,34.0,1.0
Image00165.tif,65093.0,32718.0,16283.0,8251.0,4168.0,2046.0,977.0,504.0,285.0,133.0,75.0,37.0,1.0
Image00166.tif,64593.0,32129.0,16082.0,8271.0,4257.0,2132.0,1058.0,550.0,306.0,155.0,74.0,38.0,1.0
Image00167.tif,65314.0,32887.0,16297.0,8303.0,4077.0,2067.0,984.0,513.0,247.0,123.0,77.0,27.0,1.0
Image00168.tif,64800.0,32499.0,16390.0,8422.0,4163.0,2056.0,1058.0,468.0,265.0,134.0,58.0,34.0,1.0
Image00169.tif,65281.0,32806.0,16193.0,8218.0,4169.0,1997.0,1081.0,539.0,241.0,131.0,63.0,31.0,1.0
Image00170.tif,65337.0,32786.0,16304.0,8082.0,4131.0,2123.0,1041.0,505.0,283.0,121.0,62.0,32.0,1.0
Image00171.tif,64795.0,32821.0,16368.0,8283.0,4251.0,2008.0,996.0,500.0,273.0,135.0,59.0,31.0,1.0
Image00172.tif,64357.0,32277.0,16172.0,8282.0,4316.0,2168.0,1057.0,539.0,265.0,132.0,61.0,38.0,1.0
Image00173.tif,64165.0,32771.0,16353.0,8170.0,4127.0,2062.0,1089.0,563.0,269.0,153.0,62.0,29.0,1.0
Image00174.tif,64129.0,32158.0,16504.0,8279.0,4252.0,2121.0,1051.0,539.0,259.0,143.0,63.0,38.0,1.0
Image00175.tif,64600.0,32317.0,16227.0,8243.0,4144.0,2151.0,1092.0,585.0,261.0,118.0,68.0,38.0,1.0
Image00176.tif,65351.0,32481.0,16238.0,8427.0,4046.0,2055.0,1027.0,535.0,259.0,129.0,67.0,41.0,1.0
Image00177.tif,63910.0,32237.0,16358.0,8302.0,4184.0,2124.0,1136.0,539.0,252.0,138.0,70.0,38.0,1.0
Image00178.tif,65519.0,32776.0,16381.0,8191.0,4149.0,1982.0,1087.0,495.0,261.0,115.0,53.0,31.0,1.0
Image00179.tif,64210.0,32288.0,16372.0,8113.0,4197.0,2146.0,1043.0,576.0,300.0,146.0,79.0,40.0,1.0
Image00180.tif,64947.0,32318.0,16290.0,8300.0,4091.0,2149.0,1068.0,513.0,276.0,145.0,69.0,37.0,1.0
Image00181.tif,64835.0,32581.0,16303.0,8143.0,4113.0,2144.0,1083.0,533.0,275.0,141.0,53.0,37.0,1.0
Image00182.tif,65635.0,32739.0,16315.0,8302.0,4021.0,2095.0,1027.0,528.0,251.0,131.0,40.0,33.0,1.0
Image00183.tif,65604.0,32775.0,16253.0,8290.0,4177.0,2006.0,999.0,479.0,259.0,138.0,60.0,34.0,1.0
Image00184.tif,64407.0,32474.0,16214.0,8378.0,4178.0,2072.0,1069.0,527.0,250.0,148.0,72.0,48.0,1.0
Image00185.tif,65561.0,32836.0,16356.0,8264.0,4030.0,2121.0,989.0,501.0,246.0,144.0,57.0,18.0,1.0
Image00186.tif,65491.0,32375.0,16355.0,8310.0,4207.0,2028.0,1009.0,481.0,276.0,123.0,79.0,34.0,1.0
Image00187.tif,65878.0,32565.0,16382.0,8343.0,4128.0,2046.0,1012.0,513.0,240.0,110.0,55.0,29.0,1.0
Image00188.tif,65414.0,32921.0,16364.0,8188.0,4100.0,2099.0,984.0,515.0,266.0,121.0,49.0,34.0,1.0
Image00189.tif,63979.0,32446.0,16399.0,8304.0,4179.0,2150.0,1072.0,537.0,270.0,125.0,59.0,39.0,1.0
Image00190.tif,64322.0,32327.0,16321.0,8303.0,4239.0,2109.0,1103.0,551.0,258.0,123.0,59.0,35.0,1.0
Image00191.tif,65152.0,32639.0,16191.0,8128.0,4163.0,2095.0,1047.0,529.0,260.0,141.0,71.0,41.0,1.0
Image00192.tif,64525.0,32470.0,16341.0,8124.0,4181.0,2111.0,1132.0,521.0,268.0,137.0,65.0,37.0,1.0
Image00193.tif,65505.0,32585.0,16417.0,8155.0,4083.0,2146.0,1013.0,503.0,254.0,134.0,71.0,20.0,1.0
Image00194.tif,64907.0,32475.0,16379.0,8185.0,4086.0,2125.0,1074.0,515.0,266.0,143.0,74.0,40.0,1.0
Image00195.tif,65678.0,32872.0,16123.0,8294.0,4152.0,1959.0,1033.0,522.0,284.0,132.0,61.0,26.0,1.0
Image00196.tif,64924.0,32582.0,16477.0,8224.0,4003.0,2133.0,1057.0,517.0,285.0,139.0,52.0,36.0,1.0
Image00197.tif,64897.0,32715.0,16415.0,8320.0,4089.0,2086.0,1013.0,521.0,268.0,120.0,62.0,29.0,1.0
Image00198.tif,65447.0,32676.0,16602.0,8276.0,4054.0,2020.0,1004.0,481.0,266.0,143.0,63.0,25.0,1.0
Image00199.tif,64728.0,32224.0,15944.0,8104.0,4172.0,2084.0,1158.0,549.0,273.0,164.0,90.0,52.0,1.0
Image00200.tif,65196.0,32449.0,16443.0,8347.0,4080.0,2030.0,1074.0,508.0,243.0,129.0,58.0,37.0,1.0
Image00201.tif,63690.0,32123.0,16353.0,8147.0,4218.0,2183.0,1140.0,543.0,286.0,143.0,73.0,44.0,1.0
Image00202.tif,65292.0,32767.0,16443.0,8102.0,4150.0,2028.0,1057.0,537.0,240.0,139.0,69.0,24.0,1.0
Image00203.tif,65131.0,32396.0,16444.0,8222.0,4187.0,2111.0,989.0,483.0,243.0,143.0,86.0,37.0,1.0
Image00204.tif,65488.0,32994.0,16204.0,8239.0,4096.0,2018.0,1035.0,562.0,241.0,108.0,59.0,32.0,1.0
Image00205.tif,65076.0,32822.0,16328.0,8185.0,4125.0,2138.0,1010.0,486.0,264.0,116.0,69.0,32.0,1.0
Image00206.tif,64116.0,32192.0,16195.0,8239.0,4335.0,2150.0,1056.0,543.0,277.0,141.0,57.0,48.0,1.0
Image00207.tif,65232.0,32687.0,16362.0,8295.0,4191.0,2047.0,1012.0,520.0,227.0,131.0,55.0,28.0,1.0
