Image Name,series length 1,series length 2,series length 3,series length 4,series length 5,series length 6,series length 7,series length 8,series length 9,series length 10,series length 11,series length 12,with message
Image00031.tif,64189.0,32359.0,16129.0,8207.0,4233.0,2161.0,1089.0,539.0,291.0,143.0,63.0,38.0,1.0
Image00032.tif,62730.0,31217.0,15921.0,8148.0,4129.0,2178.0,1055.0,595.0,302.0,164.0,120.0,78.0,1.0
Image00033.tif,63831.0,32319.0,16387.0,8129.0,4169.0,2152.0,1106.0,560.0,281.0,155.0,78.0,38.0,1.0
Image00034.tif,63937.0,31939.0,16280.0,8334.0,4228.0,2070.0,1092.0,576.0,298.0,156.0,84.0,51.0,1.0
Image00035.tif,61991.0,30423.0,15315.0,7812.0,3971.0,2056.0,1091.0,541.0,314.0,209.0,118.0,97.0,1.0
Image00036.tif,61476.0,30483.0,15106.0,7644.0,3926.0,2075.0,1068.0,564.0,341.0,209.0,150.0,80.0,1.0
Image00037.tif,64093.0,32737.0,16240.0,8163.0,4159.0,2099.0,1065.0,482.0,290.0,149.0,88.0,41.0,1.0
Image00038.tif,64951.0,32648.0,16389.0,8241.0,4133.0,2037.0,1004.0,521.0,284.0,131.0,70.0,36.0,1.0
Image00039.tif,64142.0,32208.0,16328.0,8291.0,4246.0,2099.0,1113.0,476.0,299.0,153.0,65.0,39.0,1.0
Image00040.tif,64246.0,32686.0,16358.0,8244.0,4066.0,2151.0,999.0,555.0,286.0,123.0,70.0,45.0,1.0
Image00041.tif,64542.0,32154.0,16359.0,8411.0,4161.0,2045.0,1034.0,540.0,285.0,142.0,79.0,40.0,1.0
Image00042.tif,61368.0,31487.0,16274.0,8462.0,4364.0,2211.0,1192.0,582.0,341.0,177.0,87.0,44.0,1.0
Image00043.tif,64814.0,32543.0,16233.0,8210.0,4200.0,2099.0,1034.0,559.0,279.0,128.0,74.0,28.0,1.0
Image00044.tif,63399.0,31965.0,16215.0,8320.0,4323.0,2136.0,1102.0,542.0,323.0,140.0,90.0,35.0,1.0
Image00045.tif,62998.0,31792.0,16265.0,8166.0,4187.0,2239.0,1128.0,626.0,336.0,171.0,88.0,48.0,1.0
Image00046.tif,64519.0,32604.0,16371.0,8237.0,4223.0,2050.0,1010.0,555.0,265.0,144.0,67.0,32.0,1.0
Image00047.tif,64655.0,32406.0,16377.0,8276.0,4123.0,2120.0,1053.0,518.0,293.0,120.0,75.0,32.0,1.0
Image00048.tif,65488.0,32445.0,16449.0,8273.0,4164.0,2048.0,1028.0,517.0,247.0,112.0,65.0,33.0,1.0
Image00049.tif,64220.0,31878.0,16138.0,8087.0,4158.0,2161.0,1088.0,582.0,310.0,189.0,97.0,38.0,1.0
Image00050.tif,65409.0,32856.0,16336.0,8118.0,4130.0,2094.0,993.0,514.0,250.0,136.0,60.0,35.0,1.0
Image00051.tif,62583.0,31942.0,16199.0,8240.0,4229.0,2145.0,1170.0,581.0,328.0,187.0,92.0,52.0,1.0
Image00052.tif,63011.0,31870.0,16170.0,8249.0,4266.0,2144.0,1204.0,606.0,288.0,158.0,89.0,45.0,1.0
Image00053.tif,61895.0,31172.0,15989.0,8271.0,4184.0,2193.0,1193.0,638.0,337.0,205.0,118.0,72.0,1.0
Image00054.tif,61966.0,31424.0,15923.0,8128.0,4251.0,2314.0,1207.0,659.0,346.0,208.0,107.0,50.0,1.0
Image00055.tif,62938.0,31758.0,15984.0,8318.0,4238.0,2062.0,1117.0,566.0,306.0,167.0,97.0,60.0,1.0
Image00056.tif,62058.0,31662.0,16232.0,8320.0,4240.0,2281.0,1126.0,608.0,336.0,170.0,97.0,52.0,1.0
Image00057.tif,60560.0,31184.0,15656.0,8465.0,4327.0,2347.0,1289.0,662.0,363.0,190.0,124.0,73.0,1.0
Image00058.tif,58461.0,29775.0,15518.0,8079.0,4433.0,2544.0,1367.0,766.0,465.0,268.0,153.0,103.0,1.0
Image00059.tif,64042.0,32610.0,16199.0,8367.0,4171.0,2101.0,1070.0,527.0,254.0,149.0,64.0,29.0,1.0
Image00060.tif,57579.0,29113.0,14686.0,7591.0,4044.0,2302.0,1435.0,751.0,504.0,348.0,234.0,148.0,1.0
Image00061.tif,62076.0,31611.0,16061.0,8136.0,4200.0,2222.0,1226.0,610.0,318.0,191.0,109.0,58.0,1.0
Image00062.tif,64087.0,32175.0,16379.0,8366.0,4181.0,2127.0,1040.0,526.0,313.0,156.0,63.0,37.0,1.0
Image00063.tif,58630.0,29847.0,15299.0,8074.0,4311.0,2421.0,1429.0,816.0,461.0,308.0,181.0,97.0,1.0
Image00064.tif,60576.0,30847.0,15763.0,8320.0,4372.0,2357.0,1284.0,657.0,387.0,199.0,115.0,60.0,1.0
Image00065.tif,64725.0,32337.0,16205.0,8331.0,4113.0,2086.0,1098.0,548.0,275.0,141.0,63.0,38.0,1.0
Image00066.tif,64204.0,32529.0,16503.0,8192.0,4162.0,2135.0,1042.0,530.0,262.0,128.0,76.0,38.0,1.0
Image00067.tif,63301.0,32363.0,16149.0,8282.0,4277.0,2126.0,1070.0,528.0,270.0,154.0,89.0,41.0,1.0
Image00068.tif,63042.0,31964.0,16211.0,8380.0,4279.0,2157.0,1084.0,589.0,301.0,161.0,84.0,40.0,1.0
Image00069.tif,63104.0,32007.0,16258.0,8190.0,4269.0,2167.0,1134.0,611.0,314.0,130.0,76.0,43.0,1.0
Image00070.tif,65122.0,32747.0,16385.0,8121.0,4142.0,2134.0,1035.0,502.0,215.0,136.0,74.0,42.0,1.0
Image00071.tif,60655.0,31448.0,16276.0,8426.0,4400.0,2183.0,1185.0,625.0,321.0,164.0,97.0,48.0,1.0
Image00072.tif,57653.0,28814.0,14645.0,7721.0,4190.0,2342.0,1311.0,727.0,437.0,283.0,215.0,139.0,1.0
Image00073.tif,62931.0,31534.0,16226.0,8154.0,4135.0,2176.0,1129.0,602.0,326.0,184.0,100.0,66.0,1.0
Image00074.tif,62522.0,31734.0,16046.0,8334.0,4283.0,2214.0,1158.0,609.0,302.0,166.0,91.0,51.0,1.0
Image00075.tif,64460.0,32678.0,16285.0,8272.0,4142.0,2137.0,1048.0,517.0,267.0,132.0,70.0,37.0,1.0
Image00076.tif,65577.0,32614.0,16118.0,8226.0,4114.0,2052.0,1060.0,508.0,275.0,111.0,75.0,35.0,1.0
Image00077.tif,61772.0,31175.0,15898.0,8295.0,4339.0,2244.0,1193.0,644.0,365.0,177.0,119.0,74.0,1.0
Image00078.tif,63143.0,32064.0,16381.0,8228.0,4152.0,2219.0,1027.0,598.0,303.0,158.0,83.0,41.0,1.0
Image00079.tif,63407.0,32166.0,16500.0,8207.0,4221.0,2108.0,1089.0,569.0,303.0,144.0,76.0,42.0,1.0
Image00080.tif,64456.0,32492.0,16206.0,8277.0,4195.0,2097.0,1081.0,538.0,266.0,157.0,69.0,36.0,1.0
Image00081.tif,65881.0,32665.0,16435.0,8120.0,4042.0,2048.0,972.0,523.0,277.0,135.0,79.0,31.0,1.0
Image00082.tif,65287.0,32855.0,16273.0,8290.0,4073.0,2084.0,982.0,510.0,279.0,139.0,68.0,27.0,1.0
Image00083.tif,62803.0,31564.0,15957.0,8161.0,4180.0,2207.0,1226.0,632.0,326.0,202.0,90.0,66.0,1.0
Image00084.tif,65688.0,32724.0,16190.0,8200.0,4173.0,2042.0,1047.0,530.0,255.0,118.0,55.0,26.0,1.0
Image00085.tif,64689.0,32385.0,16340.0,7957.0,4176.0,2149.0,1102.0,562.0,268.0,141.0,83.0,37.0,1.0
Image00086.tif,63906.0,32190.0,16449.0,8289.0,4135.0,2132.0,1092.0,559.0,301.0,144.0,50.0,43.0,1.0
Image00087.tif,64298.0,32598.0,16340.0,8263.0,4141.0,2119.0,1056.0,532.0,260.0,141.0,65.0,38.0,1.0
Image00088.tif,64113.0,32369.0,16487.0,8158.0,4212.0,2133.0,1078.0,524.0,279.0,130.0,72.0,42.0,1.0
Image00089.tif,64481.0,32473.0,16410.0,8091.0,4255.0,2076.0,1102.0,551.0,268.0,136.0,57.0,32.0,1.0
Image00090.tif,64091.0,32297.0,16392.0,8353.0,4079.0,2154.0,1040.0,545.0,294.0,154.0,49.0,43.0,1.0
Image00091.tif,64939.0,32702.0,16118.0,8264.0,4097.0,2100.0,1055.0,539.0,278.0,151.0,61.0,38.0,1.0
Image00092.tif,64559.0,32673.0,16414.0,8203.0,4197.0,1996.0,1038.0,552.0,254.0,146.0,83.0,32.0,1.0
Image00093.tif,65015.0,32753.0,16444.0,8023.0,4133.0,2018.0,1069.0,545.0,260.0,164.0,73.0,26.0,1.0
Image00094.tif,64626.0,32959.0,16035.0,8216.0,4114.0,2140.0,1067.0,544.0,282.0,129.0,83.0,25.0,1.0
Image00095.tif,63922.0,32675.0,16231.0,8134.0,4231.0,2151.0,1067.0,545.0,277.0,159.0,66.0,28.0,1.0
Image00096.tif,64802.0,32859.0,16419.0,8128.0,4126.0,2106.0,1027.0,538.0,259.0,130.0,62.0,33.0,1.0
Image00097.tif,65128.0,32814.0,16386.0,8357.0,3985.0,2074.0,1021.0,493.0,270.0,127.0,66.0,33.0,1.0
Image00098.tif,66134.0,32654.0,16423.0,8201.0,4048.0,2030.0,983.0,481.0,274.0,139.0,61.0,30.0,1.0
Image00099.tif,64660.0,32618.0,16348.0,8270.0,4197.0,2117.0,1007.0,515.0,266.0,133.0,66.0,34.0,1.0
Image00100.tif,65258.0,32345.0,16277.0,8158.0,4145.0,2086.0,1029.0,553.0,290.0,129.0,76.0,42.0,1.0
Image00101.tif,65041.0,32664.0,16231.0,8310.0,4101.0,2097.0,1088.0,503.0,266.0,118.0,68.0,29.0,1.0
Image00102.tif,65025.0,32659.0,16234.0,8304.0,4044.0,2118.0,1086.0,506.0,281.0,122.0,68.0,34.0,1.0
Image00103.tif,64749.0,32607.0,16222.0,8384.0,4179.0,2009.0,1051.0,540.0,281.0,135.0,61.0,31.0,1.0
Image00104.tif,64543.0,32157.0,16214.0,8180.0,4196.0,2081.0,1114.0,575.0,293.0,150.0,70.0,53.0,1.0
Image00105.tif,64949.0,32567.0,16283.0,8263.0,4095.0,2093.0,1059.0,531.0,266.0,155.0,63.0,30.0,1.0
Image00106.tif,63887.0,32230.0,16195.0,8334.0,4153.0,2187.0,1053.0,600.0,254.0,141.0,80.0,52.0,1.0
Image00107.tif,64289.0,32348.0,16165.0,8141.0,4237.0,2173.0,1074.0,541.0,264.0,154.0,91.0,44.0,1.0
Image00108.tif,63877.0,32147.0,16400.0,8349.0,4323.0,2154.0,1003.0,536.0,275.0,155.0,67.0,26.0,1.0
Image00109.tif,63881.0,32520.0,16079.0,8302.0,4212.0,2162.0,1114.0,534.0,267.0,137.0,63.0,51.0,1.0
Image00110.tif,63985.0,32612.0,16193.0,8252.0,4190.0,2114.0,1094.0,555.0,279.0,126.0,84.0,28.0,1.0
Image00111.tif,63836.0,32207.0,16130.0,8262.0,4262.0,2101.0,1087.0,619.0,263.0,167.0,64.0,45.0,1.0
Image00112.tif,61652.0,31488.0,16314.0,8330.0,4256.0,2283.0,1195.0,565.0,346.0,181.0,98.0,46.0,1.0
Image00113.tif,65143.0,32525.0,16593.0,8135.0,4077.0,2061.0,1035.0,522.0,254.0,136.0,69.0,40.0,1.0
Image00114.tif,64460.0,32176.0,16216.0,8255.0,4153.0,2193.0,1105.0,519.0,279.0,141.0,84.0,45.0,1.0
Image00115.tif,64797.0,32474.0,16368.0,8216.0,4105.0,2040.0,1116.0,525.0,292.0,148.0,71.0,32.0,1.0
Image00116.tif,62324.0,31480.0,16234.0,8327.0,4272.0,2241.0,1107.0,607.0,345.0,193.0,89.0,51.0,1.0
Image00117.tif,64814.0,32468.0,16270.0,8168.0,4138.0,2101.0,1055.0,561.0,275.0,144.0,81.0,39.0,1.0
Image00118.tif,65468.0,33155.0,16431.0,8137.0,4078.0,2001.0,1002.0,508.0,257.0,139.0,51.0,25.0,1.0
Image00119.tif,65821.0,32599.0,16259.0,8207.0,4057.0,2053.0,1065.0,511.0,234.0,158.0,62.0,32.0,1.0
Image00120.tif,65075.0,32388.0,16302.0,8281.0,4010.0,2154.0,1098.0,538.0,262.0,113.0,73.0,35.0,1.0
Image00121.tif,61114.0,30021.0,15021.0,7749.0,4078.0,2136.0,1155.0,720.0,396.0,241.0,167.0,105.0,1.0
Image00122.tif,64808.0,32641.0,16269.0,8241.0,4103.0,2064.0,1034.0,547.0,293.0,143.0,64.0,43.0,1.0
Image00123.tif,65238.0,32730.0,16312.0,8206.0,4289.0,2076.0,978.0,514.0,267.0,113.0,63.0,29.0,1.0
Image00124.tif,64486.0,32530.0,16514.0,8372.0,4056.0,2078.0,1093.0,527.0,265.0,133.0,47.0,31.0,1.0
Image00125.tif,63999.0,32344.0,16082.0,8184.0,4225.0,2091.0,1155.0,587.0,290.0,141.0,78.0,46.0,1.0
Image00126.tif,59724.0,30591.0,15801.0,8182.0,4253.0,2364.0,1312.0,758.0,430.0,240.0,143.0,72.0,1.0
Image00127.tif,62569.0,31635.0,16076.0,8174.0,4186.0,2272.0,1167.0,604.0,355.0,174.0,92.0,55.0,1.0
Image00128.tif,63060.0,31776.0,16120.0,8147.0,4212.0,2130.0,1153.0,605.0,349.0,164.0,91.0,61.0,1.0
Image00129.tif,60052.0,30723.0,15938.0,8173.0,4302.0,2383.0,1308.0,677.0,406.0,220.0,138.0,67.0,1.0
Image00130.tif,63639.0,31792.0,16696.0,8146.0,4193.0,2183.0,1094.0,590.0,266.0,138.0,83.0,39.0,1.0
Image00131.tif,60695.0,31014.0,16226.0,8283.0,4459.0,2303.0,1194.0,635.0,360.0,198.0,97.0,64.0,1.0
Image00132.tif,64625.0,32572.0,16233.0,8155.0,4206.0,2092.0,1079.0,533.0,273.0,137.0,80.0,33.0,1.0
Image00133.tif,64655.0,32663.0,16152.0,8216.0,4186.0,2091.0,1075.0,538.0,251.0,148.0,77.0,35.0,1.0
Image00134.tif,65184.0,32479.0,16385.0,8180.0,3997.0,2113.0,1110.0,508.0,273.0,122.0,66.0,42.0,1.0
Image00135.tif,64784.0,32324.0,16344.0,8200.0,4183.0,2086.0,1072.0,557.0,238.0,149.0,78.0,38.0,1.0
Image00136.tif,64315.0,32402.0,16428.0,8282.0,4123.0,2099.0,1105.0,520.0,279.0,140.0,52.0,39.0,1.0
Image00137.tif,63983.0,32176.0,16221.0,8346.0,4181.0,2158.0,1079.0,573.0,283.0,140.0,76.0,39.0,1.0
Image00138.tif,65544.0,32782.0,16337.0,8138.0,4121.0,2057.0,996.0,494.0,282.0,140.0,61.0,42.0,1.0
Image00139.tif,65070.0,32984.0,16211.0,8290.0,4111.0,2035.0,1053.0,521.0,269.0,108.0,58.0,33.0,1.0
Image00140.tif,64520.0,32388.0,16180.0,8246.0,4280.0,2147.0,1031.0,552.0,257.0,133.0,74.0,34.0,1.0
Image00141.tif,64784.0,32171.0,16481.0,8048.0,4272.0,2075.0,1063.0,525.0,282.0,145.0,87.0,42.0,1.0
Image00142.tif,64969.0,32369.0,16244.0,8196.0,4147.0,2123.0,1057.0,524.0,295.0,150.0,81.0,34.0,1.0
Image00143.tif,63846.0,32570.0,16280.0,8283.0,4152.0,2201.0,1042.0,523.0,290.0,123.0,77.0,39.0,1.0
Image00144.tif,62672.0,32127.0,16092.0,8189.0,4430.0,2203.0,1132.0,596.0,312.0,144.0,72.0,34.0,1.0
Image00145.tif,61994.0,31514.0,16228.0,8234.0,4288.0,2218.0,1185.0,614.0,351.0,204.0,97.0,50.0,1.0
Image00146.tif,63352.0,32401.0,16268.0,8319.0,4279.0,2137.0,1057.0,540.0,292.0,151.0,75.0,42.0,1.0
Image00147.tif,64890.0,32558.0,16422.0,8199.0,4138.0,2056.0,1066.0,499.0,275.0,131.0,73.0,37.0,1.0
Image00148.tif,64627.0,32631.0,16245.0,8302.0,4212.0,2103.0,1019.0,528.0,247.0,130.0,75.0,44.0,1.0
Image00149.tif,64380.0,32432.0,16452.0,8174.0,4234.0,2121.0,1048.0,510.0,256.0,156.0,64.0,29.0,1.0
Image00150.tif,63935.0,32087.0,16295.0,8392.0,4229.0,2149.0,1126.0,494.0,291.0,125.0,80.0,32.0,1.0
Image00151.tif,63860.0,31927.0,16283.0,8322.0,4158.0,2100.0,1060.0,601.0,309.0,173.0,72.0,52.0,1.0
Image00152.tif,63310.0,32115.0,16264.0,8216.0,4274.0,2213.0,1108.0,566.0,296.0,165.0,67.0,41.0,1.0
Image00153.tif,62376.0,32067.0,16343.0,8200.0,4209.0,2201.0,1158.0,642.0,312.0,152.0,81.0,47.0,1.0
Image00154.tif,62958.0,31750.0,16293.0,8349.0,4179.0,2238.0,1168.0,589.0,297.0,138.0,76.0,44.0,1.0
Image00155.tif,62628.0,31763.0,16110.0,8214.0,4174.0,2146.0,1141.0,622.0,316.0,173.0,102.0,60.0,1.0
Image00156.tif,64774.0,32689.0,16603.0,8127.0,4134.0,1990.0,1061.0,490.0,250.0,153.0,85.0,33.0,1.0
Image00157.tif,63171.0,31852.0,16336.0,8137.0,4223.0,2197.0,1157.0,601.0,307.0,177.0,81.0,49.0,1.0
Image00158.tif,65422.0,32483.0,16470.0,8137.0,4059.0,2121.0,1019.0,541.0,281.0,127.0,55.0,35.0,1.0
Image00159.tif,62869.0,32051.0,16069.0,8301.0,4241.0,2199.0,1153.0,590.0,321.0,156.0,84.0,41.0,1.0
Image00160.tif,64088.0,31982.0,16474.0,8295.0,4168.0,2133.0,1083.0,566.0,268.0,140.0,85.0,42.0,1.0
Image00161.tif,63289.0,32161.0,16296.0,8221.0,4167.0,2183.0,1156.0,572.0,283.0,151.0,78.0,46.0,1.0
Image00162.tif,64247.0,32527.0,16075.0,8200.0,4218.0,2131.0,1025.0,585.0,265.0,145.0,74.0,49.0,1.0
Image00163.tif,62985.0,31382.0,15908.0,8048.0,4128.0,2174.0,1097.0,638.0,358.0,219.0,116.0,80.0,1.0
Image00164.tif,63877.0,31860.0,16339.0,8432.0,4221.0,2094.0,1120.0,559.0,258.0,159.0,80.0,35.0,1.0
Image00165.tif,64039.0,32617.0,16192.0,8270.0,4172.0,2116.0,1055.0,555.0,295.0,135.0,79.0,34.0,1.0
Image00166.tif,61212.0,30953.0,15562.0,8116.0,4252.0,2245.0,1235.0,660.0,339.0,247.0,127.0,89.0,1.0
Image00167.tif,65050.0,32275.0,16344.0,8338.0,4122.0,2082.0,1090.0,515.0,254.0,130.0,62.0,35.0,1.0
Image00168.tif,65326.0,33040.0,16374.0,8179.0,4043.0,2086.0,997.0,499.0,277.0,134.0,50.0,35.0,1.0
Image00169.tif,63741.0,32075.0,16302.0,8338.0,4178.0,2138.0,1047.0,551.0,307.0,151.0,78.0,47.0,1.0
Image00170.tif,63614.0,32349.0,16298.0,8293.0,4196.0,2141.0,1108.0,542.0,295.0,144.0,71.0,36.0,1.0
Image00171.tif,64833.0,32641.0,16471.0,8114.0,4085.0,2115.0,1044.0,527.0,272.0,143.0,63.0,36.0,1.0
Image00172.tif,61957.0,31786.0,15981.0,8506.0,4165.0,2300.0,1169.0,603.0,305.0,179.0,98.0,49.0,1.0
Image00173.tif,60689.0,30928.0,16081.0,8360.0,4377.0,2279.0,1307.0,636.0,374.0,198.0,96.0,56.0,1.0
Image00174.tif,60441.0,31008.0,16387.0,8330.0,4403.0,2288.0,1233.0,651.0,337.0,191.0,109.0,48.0,1.0
Image00175.tif,62354.0,31395.0,16316.0,8402.0,4256.0,2275.0,1117.0,625.0,303.0,158.0,85.0,56.0,1.0
Image00176.tif,64680.0,32467.0,16479.0,8164.0,4194.0,1996.0,1103.0,514.0,266.0,141.0,80.0,25.0,1.0
Image00177.tif,58960.0,30274.0,15595.0,8471.0,4653.0,2399.0,1301.0,735.0,400.0,227.0,134.0,60.0,1.0
Image00178.tif,65483.0,33014.0,16265.0,8156.0,4104.0,2010.0,1050.0,513.0,267.0,120.0,56.0,35.0,1.0
Image00179.tif,59009.0,30575.0,15680.0,8459.0,4441.0,2450.0,1306.0,719.0,414.0,226.0,119.0,77.0,1.0
Image00180.tif,60767.0,31533.0,16031.0,8421.0,4360.0,2328.0,1185.0,641.0,345.0,175.0,86.0,59.0,1.0
Image00181.tif,65624.0,32577.0,16372.0,8171.0,4081.0,2085.0,1012.0,529.0,259.0,146.0,65.0,32.0,1.0
Image00182.tif,64944.0,32571.0,16394.0,8203.0,4165.0,2035.0,1102.0,504.0,251.0,142.0,67.0,33.0,1.0
Image00183.tif,63238.0,31888.0,16311.0,8281.0,4293.0,2210.0,1111.0,565.0,301.0,147.0,78.0,37.0,1.0
Image00184.tif,61950.0,31693.0,16259.0,8334.0,4269.0,2270.0,1203.0,596.0,303.0,169.0,87.0,40.0,1.0
Image00185.tif,65407.0,32764.0,16450.0,8312.0,4028.0,1977.0,992.0,509.0,291.0,146.0,72.0,26.0,1.0
Image00186.tif,63995.0,32548.0,16446.0,8376.0,4172.0,2037.0,1110.0,527.0,250.0,134.0,75.0,27.0,1.0
Image00187.tif,65671.0,32688.0,16250.0,8194.0,4009.0,2126.0,1031.0,532.0,286.0,128.0,54.0,30.0,1.0
Image00188.tif,65745.0,32593.0,16392.0,8153.0,4170.0,1982.0,1072.0,523.0,243.0,144.0,62.0,32.0,1.0
Image00189.tif,61213.0,31060.0,16077.0,8249.0,4340.0,2331.0,1201.0,653.0,347.0,190.0,103.0,53.0,1.0
Image00190.tif,61719.0,31478.0,16185.0,8344.0,4226.0,2214.0,1276.0,599.0,337.0,179.0,109.0,40.0,1.0
Image00191.tif,63260.0,31714.0,16214.0,8048.0,4197.0,2221.0,1134.0,561.0,305.0,166.0,83.0,54.0,1.0
Image00192.tif,62915.0,32267.0,16432.0,8341.0,4196.0,2064.0,1148.0,525.0,299.0,160.0,93.0,38.0,1.0
Image00193.tif,64194.0,32284.0,16306.0,8247.0,4261.0,2138.0,1114.0,509.0,263.0,144.0,74.0,36.0,1.0
Image00194.tif,62578.0,31673.0,16360.0,8178.0,4265.0,2185.0,1228.0,588.0,309.0,154.0,96.0,48.0,1.0
Image00195.tif,65332.0,32899.0,16392.0,7986.0,4174.0,2089.0,1007.0,543.0,250.0,126.0,70.0,36.0,1.0
Image00196.tif,63349.0,32094.0,16219.0,8429.0,4192.0,2184.0,1095.0,568.0,285.0,151.0,79.0,40.0,1.0
Image00197.tif,63845.0,32281.0,16155.0,8224.0,4143.0,2149.0,1109.0,589.0,297.0,165.0,81.0,52.0,1.0
Image00198.tif,65130.0,32692.0,16394.0,8326.0,4097.0,2068.0,1026.0,497.0,251.0,121.0,62.0,37.0,1.0
Image00199.tif,60614.0,30345.0,15328.0,7872.0,4045.0,2131.0,1125.0,684.0,349.0,239.0,128.0,102.0,1.0
Image00200.tif,64808.0,33082.0,16368.0,8199.0,4093.0,2026.0,1071.0,538.0,233.0,134.0,61.0,24.0,1.0
Image00201.tif,58900.0,30592.0,15826.0,8377.0,4554.0,2449.0,1302.0,739.0,366.0,226.0,114.0,58.0,1.0
Image00202.tif,63877.0,32560.0,16383.0,8294.0,4231.0,1978.0,1068.0,604.0,269.0,150.0,59.0,42.0,1.0
Image00203.tif,63150.0,31819.0,16356.0,8227.0,4257.0,2140.0,1152.0,555.0,306.0,173.0,79.0,35.0,1.0
Image00204.tif,65332.0,32499.0,16606.0,8256.0,4096.0,2017.0,1044.0,459.0,266.0,136.0,67.0,33.0,1.0
Image00205.tif,63966.0,32088.0,16416.0,8197.0,4194.0,2259.0,1097.0,494.0,267.0,150.0,75.0,38.0,1.0
Image00206.tif,59215.0,30504.0,15931.0,8431.0,4500.0,2456.0,1321.0,689.0,383.0,203.0,117.0,58.0,1.0
Image00207.tif,64803.0,32786.0,16081.0,8259.0,4071.0,2097.0,1091.0,580.0,250.0,137.0,61.0,37.0,1.0
