image_name,sl_1,sl_2,sl_3,sl_4,sl_5,sl_6,sl_7,sl_8,sl_9,sl_10,sl_11,sl_12,target
Image00549.tif,61234.0,30614.0,15536.0,7953.0,4195.0,2231.0,1191.0,625.0,352.0,214.0,116.0,56.0,1.0
Image00575.tif,63116.0,31902.0,16278.0,8428.0,4223.0,2111.0,1141.0,589.0,283.0,161.0,76.0,52.0,1.0
Image00213.tif,62890.0,31507.0,16058.0,8309.0,4226.0,2200.0,1205.0,616.0,304.0,190.0,95.0,55.0,1.0
Image00207.tif,63089.0,31823.0,16013.0,8162.0,4093.0,2279.0,1150.0,666.0,325.0,167.0,93.0,56.0,1.0
Image00561.tif,57705.0,29678.0,15319.0,8174.0,4378.0,2386.0,1331.0,759.0,416.0,265.0,135.0,88.0,1.0
Image00206.tif,56354.0,27830.0,14480.0,7977.0,4526.0,2668.0,1661.0,956.0,561.0,401.0,191.0,141.0,1.0
Image00560.tif,64379.0,32626.0,16222.0,8275.0,4156.0,2129.0,1044.0,560.0,277.0,135.0,67.0,35.0,1.0
Image00574.tif,60905.0,30286.0,15511.0,8159.0,4426.0,2426.0,1406.0,745.0,388.0,234.0,129.0,63.0,1.0
Image00212.tif,62602.0,31792.0,16095.0,8157.0,4237.0,2155.0,1136.0,620.0,279.0,176.0,102.0,44.0,1.0
Image00548.tif,60653.0,30573.0,15430.0,8112.0,4247.0,2315.0,1326.0,704.0,409.0,256.0,149.0,97.0,1.0
Image00979.tif,64696.0,32695.0,16435.0,8192.0,4037.0,2161.0,1080.0,505.0,280.0,125.0,65.0,30.0,1.0
Image00945.tif,63509.0,32266.0,16192.0,8222.0,4185.0,2096.0,1079.0,611.0,296.0,176.0,99.0,42.0,1.0
Image00951.tif,64217.0,32263.0,16361.0,8173.0,4229.0,2102.0,1077.0,541.0,267.0,154.0,82.0,46.0,1.0
Image00789.tif,59719.0,30037.0,15140.0,7926.0,4270.0,2342.0,1342.0,715.0,485.0,303.0,168.0,125.0,1.0
Image00762.tif,63397.0,31596.0,15880.0,7931.0,4111.0,2164.0,1168.0,613.0,333.0,191.0,118.0,82.0,1.0
Image00004.tif,53123.0,26649.0,13533.0,6732.0,3395.0,1627.0,877.0,452.0,232.0,105.0,64.0,36.0,1.0
Image00010.tif,58945.0,29514.0,14837.0,7903.0,4213.0,2354.0,1379.0,808.0,518.0,341.0,231.0,123.0,1.0
Image00776.tif,60979.0,30225.0,15230.0,7639.0,4083.0,2096.0,1203.0,688.0,397.0,242.0,180.0,104.0,1.0
Image00986.tif,62676.0,31513.0,15844.0,8036.0,4173.0,2181.0,1191.0,646.0,389.0,217.0,113.0,64.0,1.0
Image00038.tif,63750.0,32240.0,16229.0,8219.0,4204.0,2148.0,1076.0,548.0,289.0,165.0,85.0,35.0,1.0
Image00992.tif,63916.0,32103.0,16151.0,8107.0,3999.0,2067.0,1055.0,531.0,311.0,155.0,90.0,53.0,1.0
Image00819.tif,55313.0,27711.0,14107.0,7506.0,4308.0,2431.0,1452.0,940.0,615.0,357.0,282.0,190.0,1.0
Image00831.tif,64852.0,32340.0,16262.0,8042.0,4189.0,2131.0,1102.0,531.0,289.0,135.0,86.0,39.0,1.0
Image00825.tif,45675.0,23003.0,11673.0,6463.0,3366.0,2031.0,1125.0,692.0,443.0,264.0,138.0,103.0,1.0
Image00616.tif,62959.0,31563.0,15941.0,8130.0,4130.0,2178.0,1211.0,639.0,354.0,193.0,123.0,61.0,1.0
Image00170.tif,62577.0,32010.0,16079.0,8234.0,4299.0,2171.0,1092.0,619.0,318.0,170.0,94.0,61.0,1.0
Image00164.tif,62398.0,31399.0,16069.0,8304.0,4134.0,2269.0,1144.0,653.0,317.0,196.0,113.0,60.0,1.0
Image00602.tif,63169.0,31906.0,16058.0,8184.0,4192.0,2239.0,1149.0,577.0,313.0,201.0,75.0,44.0,1.0
Image00158.tif,64136.0,32242.0,16403.0,8068.0,4191.0,2181.0,1081.0,559.0,293.0,153.0,75.0,37.0,1.0
Image00399.tif,63913.0,30904.0,15810.0,7829.0,4009.0,2092.0,1045.0,647.0,317.0,160.0,101.0,65.0,1.0
Image00372.tif,64627.0,32377.0,15804.0,8125.0,4093.0,2114.0,1091.0,612.0,303.0,181.0,75.0,54.0,1.0
Image00414.tif,63538.0,32011.0,16170.0,8384.0,4215.0,2206.0,1128.0,541.0,270.0,170.0,83.0,37.0,1.0
Image00400.tif,63262.0,31496.0,15767.0,8107.0,4018.0,2067.0,1112.0,578.0,344.0,174.0,122.0,90.0,1.0
Image00366.tif,64555.0,32207.0,16374.0,8352.0,4120.0,2129.0,1061.0,549.0,287.0,115.0,64.0,38.0,1.0
Image00428.tif,65583.0,32620.0,16539.0,8207.0,4113.0,2068.0,1019.0,489.0,230.0,123.0,71.0,30.0,1.0
Image00358.tif,63899.0,32005.0,15753.0,8179.0,4244.0,2128.0,1067.0,595.0,311.0,162.0,107.0,66.0,1.0
Image00416.tif,64096.0,32429.0,16006.0,8230.0,4238.0,2190.0,1116.0,550.0,264.0,157.0,62.0,39.0,1.0
Image00370.tif,64596.0,32858.0,16407.0,8174.0,4153.0,2053.0,1007.0,513.0,276.0,139.0,88.0,32.0,1.0
Image00364.tif,65634.0,33066.0,16385.0,8243.0,4029.0,1991.0,1012.0,494.0,246.0,133.0,72.0,21.0,1.0
Image00402.tif,64457.0,31214.0,15367.0,8130.0,4333.0,2163.0,1172.0,627.0,359.0,195.0,96.0,69.0,1.0
Image00628.tif,61612.0,31151.0,15768.0,8162.0,3973.0,2086.0,1105.0,553.0,278.0,180.0,86.0,60.0,1.0
Image00172.tif,59541.0,30015.0,15576.0,8171.0,4431.0,2357.0,1315.0,763.0,451.0,256.0,144.0,79.0,1.0
Image00614.tif,63635.0,32211.0,16415.0,8282.0,4253.0,2068.0,1086.0,532.0,273.0,179.0,75.0,41.0,1.0
Image00600.tif,65368.0,32488.0,16349.0,8322.0,4078.0,2032.0,1071.0,543.0,248.0,132.0,66.0,28.0,1.0
Image00166.tif,60986.0,31101.0,15534.0,8112.0,4092.0,2123.0,1224.0,696.0,340.0,255.0,138.0,88.0,1.0
Image00833.tif,55763.0,28476.0,14774.0,7925.0,4459.0,2471.0,1407.0,905.0,566.0,363.0,226.0,147.0,1.0
Image00827.tif,63001.0,31771.0,16178.0,8377.0,4182.0,2223.0,1132.0,609.0,321.0,166.0,79.0,36.0,1.0
Image00199.tif,62864.0,32079.0,15997.0,8068.0,4106.0,2253.0,1142.0,572.0,342.0,170.0,105.0,57.0,1.0
Image00984.tif,64569.0,32604.0,16412.0,8138.0,4196.0,2022.0,1028.0,551.0,299.0,145.0,80.0,29.0,1.0
Image00990.tif,63958.0,31887.0,15926.0,8196.0,4083.0,2113.0,1115.0,609.0,306.0,161.0,105.0,39.0,1.0
Image00748.tif,64569.0,32373.0,16219.0,8134.0,4009.0,2009.0,996.0,516.0,239.0,132.0,71.0,39.0,1.0
Image00006.tif,53911.0,27071.0,13672.0,6720.0,3310.0,1661.0,856.0,369.0,218.0,115.0,48.0,33.0,1.0
Image00760.tif,63122.0,31457.0,15981.0,8251.0,4120.0,2192.0,1153.0,654.0,360.0,185.0,98.0,70.0,1.0
Image00774.tif,61949.0,30503.0,15487.0,8001.0,4142.0,2197.0,1262.0,674.0,414.0,254.0,159.0,92.0,1.0
Image00012.tif,63881.0,31754.0,16010.0,8007.0,4010.0,2012.0,1087.0,515.0,251.0,134.0,88.0,47.0,1.0
Image00947.tif,60802.0,30195.0,15143.0,7770.0,4072.0,2189.0,1223.0,705.0,437.0,273.0,176.0,113.0,1.0
Image00953.tif,63286.0,31556.0,16157.0,8220.0,4211.0,2271.0,1119.0,586.0,329.0,162.0,92.0,49.0,1.0
Image00238.tif,64897.0,32558.0,16428.0,8134.0,4104.0,2020.0,1062.0,549.0,295.0,148.0,73.0,36.0,1.0
Image00562.tif,65006.0,32740.0,16313.0,8258.0,4084.0,2077.0,1047.0,520.0,257.0,138.0,64.0,26.0,1.0
Image00204.tif,64548.0,32096.0,16578.0,8281.0,4134.0,2102.0,1046.0,545.0,273.0,123.0,71.0,46.0,1.0
Image00210.tif,57079.0,28893.0,14883.0,8130.0,4457.0,2534.0,1450.0,879.0,510.0,291.0,191.0,139.0,1.0
Image00576.tif,64144.0,32270.0,16180.0,8141.0,4194.0,2143.0,1101.0,552.0,318.0,147.0,82.0,38.0,1.0
Image00589.tif,64427.0,32685.0,16227.0,8266.0,4173.0,2140.0,1046.0,547.0,257.0,128.0,65.0,29.0,1.0
Image00588.tif,64433.0,32271.0,16528.0,8273.0,4040.0,2134.0,1039.0,532.0,290.0,142.0,89.0,41.0,1.0
Image00211.tif,59476.0,30227.0,15123.0,8022.0,4289.0,2357.0,1333.0,747.0,470.0,279.0,180.0,108.0,1.0
Image00577.tif,64061.0,31470.0,15975.0,8125.0,4308.0,2209.0,1152.0,587.0,305.0,165.0,100.0,61.0,1.0
Image00563.tif,61193.0,30853.0,15846.0,8168.0,4322.0,2293.0,1269.0,687.0,424.0,251.0,112.0,64.0,1.0
Image00205.tif,61081.0,30627.0,15918.0,8309.0,4344.0,2291.0,1331.0,694.0,348.0,205.0,121.0,66.0,1.0
Image00239.tif,62905.0,32420.0,15966.0,8181.0,4300.0,2187.0,1152.0,579.0,324.0,154.0,79.0,34.0,1.0
Image00952.tif,64664.0,32916.0,16273.0,8262.0,4117.0,2019.0,1001.0,558.0,250.0,144.0,75.0,38.0,1.0
Image00946.tif,42761.0,21491.0,10678.0,5487.0,2853.0,1519.0,758.0,380.0,216.0,125.0,86.0,55.0,1.0
Image00775.tif,57526.0,28757.0,14564.0,7298.0,3774.0,2116.0,1207.0,684.0,422.0,268.0,184.0,126.0,1.0
Image00013.tif,52700.0,26285.0,13418.0,7118.0,3723.0,2034.0,1173.0,659.0,399.0,261.0,159.0,106.0,1.0
Image00761.tif,59735.0,29702.0,15095.0,7902.0,4075.0,2254.0,1274.0,743.0,429.0,269.0,187.0,104.0,1.0
Image00749.tif,60253.0,30521.0,15724.0,8170.0,4245.0,2324.0,1248.0,693.0,402.0,273.0,144.0,91.0,1.0
Image00991.tif,64543.0,32433.0,16210.0,8375.0,4214.0,2105.0,1021.0,526.0,247.0,163.0,70.0,34.0,1.0
Image00985.tif,58984.0,29216.0,15041.0,7778.0,4165.0,2365.0,1389.0,813.0,511.0,307.0,185.0,144.0,1.0
Image00826.tif,65404.0,32561.0,16262.0,8292.0,4233.0,2114.0,1016.0,494.0,244.0,113.0,55.0,32.0,1.0
Image00198.tif,64373.0,32636.0,16116.0,8393.0,4195.0,2045.0,1045.0,542.0,270.0,143.0,69.0,35.0,1.0
Image00832.tif,59113.0,29280.0,15002.0,7619.0,4174.0,2174.0,1133.0,671.0,391.0,257.0,167.0,139.0,1.0
Image00601.tif,62464.0,31703.0,16017.0,8238.0,4380.0,2249.0,1145.0,630.0,318.0,177.0,104.0,40.0,1.0
Image00167.tif,62390.0,31350.0,16155.0,8327.0,4209.0,2234.0,1171.0,632.0,356.0,160.0,112.0,57.0,1.0
Image00173.tif,57462.0,28925.0,14961.0,8119.0,4517.0,2541.0,1507.0,882.0,526.0,313.0,173.0,126.0,1.0
Image00615.tif,63963.0,32392.0,16319.0,8385.0,4128.0,2126.0,1113.0,525.0,266.0,124.0,71.0,41.0,1.0
Image00629.tif,64380.0,32399.0,16423.0,8215.0,4169.0,2068.0,1082.0,529.0,277.0,133.0,90.0,38.0,1.0
Image00365.tif,65605.0,32873.0,16222.0,8229.0,3991.0,2084.0,1029.0,498.0,288.0,147.0,69.0,31.0,1.0
Image00403.tif,65167.0,32799.0,16355.0,8043.0,4070.0,2069.0,1026.0,542.0,272.0,137.0,75.0,43.0,1.0
Image00417.tif,62878.0,31596.0,15935.0,8036.0,4235.0,2149.0,1225.0,648.0,362.0,191.0,115.0,54.0,1.0
Image00371.tif,64589.0,32598.0,16208.0,8222.0,4181.0,2049.0,1063.0,548.0,299.0,124.0,74.0,45.0,1.0
Image00359.tif,52193.0,25941.0,12972.0,6502.0,3171.0,1597.0,787.0,393.0,194.0,101.0,60.0,39.0,1.0
Image00375.tif,58474.0,29419.0,14653.0,7487.0,3796.0,1930.0,925.0,501.0,250.0,139.0,62.0,45.0,1.0
Image00413.tif,64165.0,32280.0,16447.0,8160.0,4105.0,2136.0,1117.0,523.0,295.0,151.0,84.0,36.0,1.0
Image00407.tif,63760.0,31581.0,15879.0,8026.0,3934.0,2033.0,1075.0,543.0,273.0,121.0,79.0,50.0,1.0
Image00361.tif,65620.0,32569.0,16465.0,8165.0,4045.0,2080.0,997.0,540.0,272.0,132.0,66.0,26.0,1.0
Image00349.tif,65093.0,32559.0,16304.0,8266.0,4170.0,2050.0,1037.0,525.0,246.0,161.0,68.0,31.0,1.0
Image00611.tif,64220.0,32827.0,16367.0,8206.0,4082.0,2085.0,1076.0,529.0,268.0,154.0,69.0,37.0,1.0
Image00177.tif,56415.0,28229.0,14758.0,7827.0,4421.0,2574.0,1474.0,943.0,568.0,358.0,221.0,166.0,1.0
Image00163.tif,62686.0,31644.0,16116.0,8253.0,4172.0,2213.0,1196.0,614.0,322.0,202.0,99.0,42.0,1.0
Image00605.tif,64159.0,32702.0,16206.0,8161.0,4266.0,2138.0,1057.0,519.0,280.0,157.0,64.0,35.0,1.0
Image00639.tif,64957.0,32376.0,16270.0,8321.0,4176.0,2120.0,1052.0,493.0,247.0,131.0,68.0,40.0,1.0
Image00836.tif,65285.0,32952.0,16362.0,8334.0,4019.0,2039.0,1030.0,532.0,243.0,100.0,62.0,38.0,1.0
Image00188.tif,65408.0,32594.0,16206.0,8245.0,4132.0,2087.0,1044.0,525.0,271.0,127.0,74.0,29.0,1.0
Image00822.tif,61908.0,30892.0,15385.0,7991.0,4135.0,2128.0,1156.0,629.0,356.0,222.0,162.0,98.0,1.0
Image00765.tif,49559.0,24810.0,12344.0,6110.0,3049.0,1484.0,798.0,385.0,195.0,81.0,71.0,28.0,1.0
Image00003.tif,50990.0,25633.0,13088.0,6667.0,3504.0,1856.0,1014.0,558.0,284.0,172.0,121.0,61.0,1.0
Image00017.tif,65262.0,32476.0,16193.0,8204.0,4028.0,1966.0,1054.0,511.0,283.0,131.0,80.0,40.0,1.0
Image00771.tif,62798.0,31496.0,15971.0,8257.0,4296.0,2320.0,1087.0,666.0,324.0,157.0,85.0,59.0,1.0
Image00981.tif,58463.0,29515.0,14868.0,7724.0,4104.0,2244.0,1265.0,785.0,484.0,307.0,187.0,142.0,1.0
Image00759.tif,59146.0,29351.0,14818.0,7704.0,3952.0,2195.0,1261.0,736.0,476.0,314.0,202.0,152.0,1.0
Image00995.tif,64539.0,32314.0,16291.0,8201.0,4142.0,2136.0,1079.0,520.0,290.0,154.0,62.0,43.0,1.0
Image00942.tif,56220.0,28093.0,14264.0,7102.0,3523.0,1863.0,927.0,489.0,248.0,135.0,81.0,42.0,1.0
Image00956.tif,57172.0,28795.0,14793.0,7746.0,4282.0,2392.0,1385.0,811.0,554.0,324.0,234.0,160.0,1.0
Image00201.tif,55794.0,27801.0,14335.0,7955.0,4573.0,2571.0,1573.0,984.0,646.0,368.0,242.0,151.0,1.0
Image00567.tif,63608.0,32409.0,16330.0,8193.0,4226.0,2075.0,1128.0,596.0,262.0,144.0,72.0,42.0,1.0
Image00573.tif,58405.0,29361.0,15547.0,8140.0,4580.0,2462.0,1400.0,784.0,470.0,273.0,175.0,74.0,1.0
Image00215.tif,64316.0,32557.0,16086.0,8330.0,4145.0,2060.0,1089.0,525.0,305.0,154.0,67.0,41.0,1.0
Image00229.tif,52412.0,26063.0,13582.0,7086.0,3621.0,2078.0,1412.0,686.0,520.0,327.0,273.0,180.0,1.0
Image00598.tif,60178.0,30293.0,15163.0,8057.0,4124.0,2370.0,1398.0,793.0,447.0,235.0,187.0,102.0,1.0
Image00599.tif,63648.0,31844.0,15850.0,8168.0,4252.0,2242.0,1155.0,570.0,322.0,175.0,83.0,59.0,1.0
Image00228.tif,61738.0,31430.0,15794.0,8078.0,4226.0,2281.0,1211.0,654.0,346.0,178.0,139.0,57.0,1.0
Image00572.tif,62362.0,31154.0,15770.0,8184.0,4238.0,2155.0,1172.0,689.0,363.0,194.0,146.0,80.0,1.0
Image00214.tif,62827.0,31835.0,15977.0,8292.0,4325.0,2183.0,1121.0,608.0,309.0,172.0,105.0,46.0,1.0
Image00200.tif,64972.0,32552.0,16511.0,8194.0,4098.0,2095.0,1029.0,519.0,251.0,128.0,78.0,41.0,1.0
Image00566.tif,64110.0,32132.0,16288.0,8267.0,4176.0,2159.0,1085.0,547.0,279.0,146.0,60.0,54.0,1.0
Image00957.tif,65465.0,32649.0,16394.0,8104.0,4075.0,2077.0,974.0,549.0,283.0,151.0,56.0,37.0,1.0
Image00943.tif,64437.0,32402.0,16299.0,8317.0,4167.0,2098.0,1033.0,582.0,263.0,123.0,71.0,37.0,1.0
Image00994.tif,62802.0,31868.0,16299.0,8474.0,4221.0,2141.0,1120.0,545.0,309.0,155.0,91.0,49.0,1.0
Image00758.tif,57135.0,28187.0,14354.0,7126.0,3776.0,1831.0,953.0,565.0,286.0,183.0,86.0,56.0,1.0
Image00980.tif,62787.0,31526.0,15885.0,8189.0,4319.0,2219.0,1191.0,609.0,347.0,188.0,118.0,52.0,1.0
Image00016.tif,60661.0,30829.0,15711.0,8143.0,4287.0,2278.0,1358.0,689.0,385.0,236.0,132.0,77.0,1.0
Image00770.tif,59712.0,29855.0,15213.0,7835.0,4167.0,2366.0,1304.0,711.0,454.0,300.0,188.0,129.0,1.0
Image00764.tif,51113.0,25759.0,12649.0,6478.0,3250.0,1701.0,899.0,473.0,258.0,153.0,65.0,40.0,1.0
Image00002.tif,52573.0,26271.0,13497.0,7007.0,3805.0,2017.0,1166.0,647.0,395.0,209.0,113.0,81.0,1.0
Image00823.tif,62514.0,31518.0,15784.0,7989.0,4271.0,2172.0,1097.0,610.0,353.0,199.0,125.0,92.0,1.0
Image00837.tif,56673.0,28195.0,14289.0,7245.0,3777.0,1950.0,1024.0,621.0,338.0,206.0,151.0,107.0,1.0
Image00189.tif,59751.0,30222.0,15333.0,8237.0,4347.0,2393.0,1344.0,759.0,396.0,254.0,175.0,101.0,1.0
Image00638.tif,59744.0,30098.0,15094.0,7837.0,4223.0,2451.0,1391.0,799.0,487.0,254.0,173.0,116.0,1.0
Image00162.tif,63441.0,32007.0,16001.0,8142.0,4272.0,2194.0,1103.0,581.0,275.0,152.0,115.0,65.0,1.0
Image00604.tif,61666.0,30828.0,15716.0,8223.0,4287.0,2263.0,1218.0,699.0,366.0,219.0,123.0,88.0,1.0
Image00610.tif,64360.0,32018.0,15993.0,8231.0,4122.0,2120.0,1111.0,573.0,303.0,150.0,95.0,57.0,1.0
Image00176.tif,63132.0,31835.0,16079.0,8235.0,4270.0,2268.0,1086.0,596.0,311.0,165.0,77.0,52.0,1.0
Image00348.tif,65354.0,32866.0,16404.0,8155.0,4168.0,2053.0,1013.0,499.0,269.0,128.0,56.0,25.0,1.0
Image00406.tif,65034.0,32620.0,16371.0,8201.0,4072.0,2066.0,1050.0,555.0,272.0,129.0,72.0,36.0,1.0
Image00360.tif,34628.0,17029.0,8653.0,4213.0,2288.0,1153.0,599.0,297.0,171.0,87.0,65.0,46.0,1.0
Image00374.tif,62447.0,31695.0,16233.0,8222.0,4215.0,2214.0,1181.0,585.0,358.0,170.0,90.0,47.0,1.0
Image00412.tif,65548.0,32799.0,16393.0,8224.0,4108.0,2031.0,986.0,503.0,248.0,146.0,72.0,31.0,1.0
Image00362.tif,64987.0,32505.0,16134.0,8129.0,4108.0,2093.0,1078.0,572.0,285.0,137.0,70.0,42.0,1.0
Image00404.tif,57213.0,28879.0,14886.0,8090.0,4465.0,2491.0,1457.0,922.0,494.0,341.0,195.0,132.0,1.0
Image00410.tif,63404.0,31588.0,15964.0,8078.0,4244.0,2178.0,1140.0,605.0,319.0,180.0,106.0,46.0,1.0
Image00376.tif,64267.0,32219.0,16050.0,8081.0,4187.0,2121.0,1089.0,598.0,308.0,167.0,87.0,38.0,1.0
Image00438.tif,65458.0,32717.0,16451.0,8268.0,4128.0,1958.0,1074.0,515.0,243.0,128.0,55.0,23.0,1.0
Image00389.tif,65280.0,33001.0,16315.0,8221.0,4096.0,2038.0,1035.0,519.0,246.0,117.0,73.0,33.0,1.0
Image00606.tif,59080.0,29714.0,15101.0,8020.0,4352.0,2445.0,1362.0,808.0,446.0,302.0,180.0,114.0,1.0
Image00160.tif,62205.0,30869.0,15679.0,8209.0,4118.0,2291.0,1298.0,683.0,375.0,228.0,135.0,66.0,1.0
Image00174.tif,57052.0,29061.0,14951.0,7999.0,4551.0,2544.0,1513.0,905.0,512.0,299.0,188.0,122.0,1.0
Image00612.tif,64364.0,31906.0,16242.0,8223.0,4254.0,2143.0,1133.0,555.0,283.0,145.0,75.0,30.0,1.0
Image00148.tif,64551.0,32368.0,16150.0,8343.0,4150.0,2056.0,1115.0,569.0,277.0,138.0,71.0,36.0,1.0
Image00809.tif,54146.0,27098.0,13521.0,6814.0,3537.0,1812.0,929.0,522.0,290.0,181.0,140.0,81.0,1.0
Image00821.tif,59103.0,29544.0,14893.0,7644.0,4077.0,2284.0,1256.0,785.0,485.0,282.0,224.0,128.0,1.0
Image00835.tif,63024.0,31559.0,15731.0,7919.0,3951.0,1988.0,1039.0,462.0,238.0,130.0,68.0,29.0,1.0
Image00772.tif,65229.0,32514.0,16406.0,8185.0,4112.0,2095.0,1017.0,559.0,269.0,126.0,67.0,30.0,1.0
Image00014.tif,58690.0,29313.0,15600.0,7951.0,4328.0,2407.0,1350.0,764.0,448.0,282.0,191.0,122.0,1.0
Image00766.tif,61897.0,30898.0,15521.0,7853.0,4107.0,2260.0,1313.0,633.0,389.0,258.0,125.0,97.0,1.0
Image00996.tif,61646.0,30737.0,15636.0,7721.0,3998.0,2127.0,1134.0,615.0,382.0,238.0,182.0,114.0,1.0
Image00028.tif,61675.0,30531.0,15357.0,8023.0,4282.0,2257.0,1234.0,713.0,394.0,249.0,158.0,106.0,1.0
Image00982.tif,58352.0,29451.0,14690.0,7730.0,4316.0,2373.0,1402.0,793.0,474.0,337.0,213.0,136.0,1.0
Image00969.tif,59394.0,29440.0,14830.0,7418.0,3746.0,1847.0,1006.0,503.0,289.0,143.0,86.0,61.0,1.0
Image00955.tif,59743.0,29551.0,14969.0,7783.0,4214.0,2308.0,1217.0,715.0,489.0,302.0,174.0,118.0,1.0
Image00799.tif,63896.0,31659.0,16181.0,8044.0,4164.0,2170.0,1173.0,569.0,337.0,167.0,95.0,57.0,1.0
Image00941.tif,52137.0,26169.0,13420.0,7349.0,4163.0,2551.0,1566.0,1031.0,701.0,463.0,360.0,250.0,1.0
Image00216.tif,60119.0,30488.0,15611.0,8183.0,4307.0,2309.0,1303.0,717.0,393.0,233.0,124.0,79.0,1.0
Image00570.tif,65123.0,32622.0,16206.0,8190.0,4167.0,2099.0,1013.0,556.0,291.0,129.0,59.0,32.0,1.0
Image00564.tif,63137.0,31568.0,16391.0,8419.0,4220.0,2254.0,1146.0,537.0,298.0,147.0,80.0,34.0,1.0
Image00202.tif,62303.0,31583.0,16137.0,8310.0,4238.0,2192.0,1233.0,631.0,304.0,165.0,87.0,50.0,1.0
Image00558.tif,58849.0,29524.0,15212.0,7895.0,4414.0,2380.0,1357.0,805.0,510.0,301.0,178.0,137.0,1.0
Image00559.tif,61493.0,30815.0,15793.0,8173.0,4275.0,2336.0,1295.0,690.0,390.0,192.0,122.0,83.0,1.0
Image00565.tif,59283.0,29638.0,15253.0,7993.0,4264.0,2404.0,1327.0,827.0,502.0,304.0,171.0,110.0,1.0
Image00203.tif,61897.0,31183.0,16021.0,8186.0,4190.0,2230.0,1195.0,680.0,358.0,196.0,115.0,67.0,1.0
Image00217.tif,65703.0,32905.0,16445.0,8180.0,4038.0,2063.0,980.0,479.0,274.0,131.0,66.0,38.0,1.0
Image00571.tif,63787.0,32161.0,16147.0,8407.0,4120.0,2076.0,1093.0,620.0,317.0,154.0,80.0,35.0,1.0
Image00940.tif,65629.0,32485.0,16337.0,8373.0,4051.0,2054.0,1020.0,514.0,256.0,124.0,62.0,36.0,1.0
Image00798.tif,61435.0,30342.0,15567.0,7907.0,4189.0,2261.0,1196.0,676.0,400.0,257.0,158.0,119.0,1.0
