image_name,sl_1,sl_2,sl_3,sl_4,sl_5,sl_6,sl_7,sl_8,sl_9,sl_10,sl_11,sl_12,target
Image00213.tif,60933.0,30588.0,15536.0,8278.0,4308.0,2349.0,1276.0,734.0,396.0,232.0,120.0,75.0,1.0
Image00207.tif,59647.0,30470.0,15516.0,8070.0,4422.0,2421.0,1346.0,722.0,407.0,220.0,151.0,94.0,1.0
Image00561.tif,48439.0,26016.0,14442.0,8130.0,4497.0,2696.0,1714.0,1112.0,687.0,447.0,302.0,180.0,1.0
Image00206.tif,47000.0,23265.0,12544.0,7411.0,4602.0,2820.0,1940.0,1294.0,923.0,629.0,427.0,348.0,1.0
Image00560.tif,62897.0,32084.0,16245.0,8251.0,4250.0,2247.0,1116.0,582.0,305.0,120.0,96.0,51.0,1.0
Image00574.tif,54389.0,27309.0,14399.0,7911.0,4689.0,2732.0,1746.0,1088.0,637.0,381.0,257.0,145.0,1.0
Image00212.tif,59943.0,30471.0,15701.0,8202.0,4311.0,2337.0,1283.0,720.0,364.0,223.0,140.0,79.0,1.0
Image00548.tif,55326.0,27805.0,14289.0,7666.0,4242.0,2465.0,1525.0,964.0,582.0,371.0,271.0,177.0,1.0
Image00979.tif,64769.0,32695.0,16403.0,8207.0,4039.0,2182.0,1053.0,501.0,282.0,127.0,61.0,31.0,1.0
Image00945.tif,63910.0,32132.0,16121.0,8369.0,4104.0,2110.0,1110.0,594.0,298.0,169.0,86.0,41.0,1.0
Image00951.tif,64070.0,32376.0,16337.0,8223.0,4156.0,2152.0,1109.0,521.0,269.0,140.0,74.0,41.0,1.0
Image00789.tif,55162.0,26923.0,13896.0,7355.0,4127.0,2483.0,1449.0,916.0,626.0,419.0,291.0,199.0,1.0
Image00762.tif,61863.0,30428.0,15513.0,7964.0,4110.0,2186.0,1206.0,702.0,350.0,239.0,163.0,105.0,1.0
Image00004.tif,52828.0,26420.0,13399.0,6702.0,3376.0,1693.0,863.0,447.0,242.0,105.0,71.0,36.0,1.0
Image00010.tif,53352.0,25869.0,13077.0,7273.0,4130.0,2467.0,1557.0,1026.0,754.0,512.0,368.0,282.0,1.0
Image00776.tif,57902.0,28114.0,14027.0,7370.0,3931.0,2130.0,1215.0,740.0,511.0,316.0,252.0,192.0,1.0
Image00986.tif,60225.0,30324.0,15131.0,7819.0,4143.0,2195.0,1299.0,738.0,492.0,302.0,192.0,125.0,1.0
Image00038.tif,62300.0,31613.0,15907.0,8306.0,4230.0,2261.0,1128.0,624.0,320.0,180.0,100.0,52.0,1.0
Image00992.tif,63497.0,31865.0,15989.0,8049.0,4008.0,2089.0,1012.0,539.0,323.0,166.0,82.0,55.0,1.0
Image00819.tif,47440.0,22920.0,11827.0,6699.0,4032.0,2614.0,1619.0,1182.0,833.0,601.0,425.0,351.0,1.0
Image00831.tif,58587.0,27746.0,14315.0,7682.0,4168.0,2466.0,1541.0,885.0,601.0,350.0,269.0,172.0,1.0
Image00825.tif,39327.0,19539.0,10298.0,5922.0,3407.0,2224.0,1352.0,905.0,612.0,436.0,303.0,224.0,1.0
Image00616.tif,58684.0,29968.0,15119.0,8095.0,4313.0,2295.0,1382.0,789.0,485.0,276.0,192.0,129.0,1.0
Image00170.tif,60492.0,31037.0,15775.0,8272.0,4267.0,2308.0,1224.0,712.0,404.0,212.0,121.0,97.0,1.0
Image00164.tif,58484.0,29460.0,15636.0,8193.0,4361.0,2425.0,1361.0,778.0,451.0,311.0,166.0,103.0,1.0
Image00602.tif,61604.0,30709.0,15679.0,8213.0,4167.0,2213.0,1194.0,669.0,414.0,212.0,139.0,95.0,1.0
Image00158.tif,62820.0,31810.0,16307.0,8105.0,4343.0,2255.0,1119.0,588.0,326.0,146.0,77.0,55.0,1.0
Image00399.tif,63530.0,30493.0,15596.0,7847.0,3978.0,2100.0,1113.0,669.0,337.0,172.0,116.0,76.0,1.0
Image00372.tif,64120.0,32077.0,15735.0,8084.0,4140.0,2176.0,1042.0,605.0,331.0,201.0,90.0,71.0,1.0
Image00414.tif,61685.0,30931.0,15692.0,8488.0,4449.0,2400.0,1253.0,638.0,323.0,173.0,93.0,51.0,1.0
Image00400.tif,61343.0,30559.0,15254.0,7911.0,4052.0,2173.0,1201.0,665.0,377.0,242.0,155.0,116.0,1.0
Image00366.tif,63550.0,31826.0,16247.0,8179.0,4187.0,2195.0,1139.0,587.0,296.0,157.0,88.0,45.0,1.0
Image00428.tif,65831.0,32656.0,16522.0,8205.0,4030.0,2098.0,1020.0,488.0,232.0,125.0,65.0,28.0,1.0
Image00358.tif,61984.0,31515.0,15896.0,8241.0,4186.0,2280.0,1143.0,636.0,332.0,192.0,112.0,72.0,1.0
Image00416.tif,62115.0,31414.0,16001.0,8343.0,4250.0,2305.0,1158.0,639.0,325.0,193.0,86.0,64.0,1.0
Image00370.tif,63372.0,32638.0,16256.0,8174.0,4283.0,2074.0,1087.0,542.0,293.0,163.0,84.0,33.0,1.0
Image00364.tif,65372.0,32991.0,16409.0,8221.0,4101.0,2004.0,1017.0,480.0,265.0,121.0,66.0,20.0,1.0
Image00402.tif,63319.0,30651.0,15404.0,8247.0,4287.0,2169.0,1250.0,663.0,382.0,201.0,112.0,74.0,1.0
Image00628.tif,58851.0,30506.0,15554.0,8079.0,4114.0,2187.0,1215.0,624.0,344.0,180.0,119.0,71.0,1.0
Image00172.tif,53023.0,26973.0,14331.0,8033.0,4479.0,2588.0,1580.0,968.0,668.0,418.0,293.0,190.0,1.0
Image00614.tif,63494.0,32155.0,16361.0,8274.0,4249.0,2098.0,1078.0,543.0,284.0,186.0,75.0,44.0,1.0
Image00600.tif,65002.0,32754.0,16273.0,8213.0,4162.0,2062.0,1065.0,510.0,258.0,122.0,75.0,33.0,1.0
Image00166.tif,58913.0,29424.0,14845.0,7822.0,4053.0,2153.0,1247.0,791.0,399.0,279.0,213.0,128.0,1.0
Image00833.tif,51790.0,25927.0,13456.0,7503.0,4311.0,2490.0,1491.0,1033.0,652.0,492.0,336.0,249.0,1.0
Image00827.tif,63004.0,32047.0,16302.0,8242.0,4164.0,2168.0,1099.0,606.0,334.0,168.0,82.0,39.0,1.0
Image00199.tif,59202.0,29753.0,14962.0,7775.0,4141.0,2306.0,1332.0,768.0,501.0,317.0,209.0,142.0,1.0
Image00984.tif,64916.0,32511.0,16249.0,8130.0,4282.0,2091.0,1002.0,549.0,281.0,132.0,84.0,32.0,1.0
Image00990.tif,62177.0,30930.0,15405.0,7944.0,3969.0,2155.0,1180.0,648.0,370.0,236.0,143.0,93.0,1.0
Image00748.tif,64638.0,32310.0,16188.0,8013.0,4098.0,2025.0,978.0,507.0,249.0,125.0,67.0,28.0,1.0
Image00006.tif,53819.0,26791.0,13541.0,6702.0,3372.0,1697.0,824.0,386.0,231.0,122.0,45.0,37.0,1.0
Image00760.tif,59949.0,30002.0,15444.0,8011.0,4237.0,2385.0,1329.0,782.0,435.0,266.0,151.0,115.0,1.0
Image00774.tif,58862.0,28565.0,14501.0,7612.0,4117.0,2221.0,1327.0,768.0,509.0,300.0,249.0,165.0,1.0
Image00012.tif,63565.0,31605.0,15971.0,7977.0,4019.0,2013.0,1061.0,492.0,301.0,139.0,89.0,52.0,1.0
Image00947.tif,57223.0,28045.0,14107.0,7427.0,3865.0,2194.0,1253.0,775.0,526.0,352.0,244.0,188.0,1.0
Image00953.tif,60206.0,30212.0,15813.0,8163.0,4307.0,2427.0,1259.0,674.0,403.0,248.0,140.0,83.0,1.0
Image00238.tif,64890.0,32546.0,16427.0,8135.0,4105.0,2025.0,1060.0,549.0,296.0,148.0,73.0,36.0,1.0
Image00562.tif,64037.0,32113.0,16097.0,8183.0,4085.0,2113.0,1084.0,572.0,283.0,168.0,94.0,44.0,1.0
Image00204.tif,62924.0,31677.0,16383.0,8302.0,4230.0,2244.0,1101.0,593.0,275.0,164.0,91.0,36.0,1.0
Image00210.tif,48502.0,24824.0,13422.0,7754.0,4421.0,2744.0,1770.0,1141.0,749.0,513.0,360.0,265.0,1.0
Image00576.tif,63238.0,31643.0,16069.0,8177.0,4228.0,2153.0,1108.0,600.0,321.0,163.0,101.0,57.0,1.0
Image00589.tif,63736.0,32290.0,16118.0,8248.0,4249.0,2191.0,1132.0,563.0,280.0,141.0,77.0,35.0,1.0
Image00588.tif,63969.0,32066.0,16527.0,8256.0,4059.0,2080.0,1079.0,565.0,288.0,160.0,94.0,46.0,1.0
Image00211.tif,54962.0,27427.0,14043.0,7630.0,4251.0,2478.0,1487.0,918.0,611.0,423.0,283.0,208.0,1.0
Image00577.tif,61557.0,30412.0,15284.0,8061.0,4319.0,2296.0,1237.0,707.0,407.0,236.0,161.0,95.0,1.0
Image00563.tif,57587.0,28821.0,15038.0,7816.0,4291.0,2416.0,1478.0,923.0,613.0,375.0,221.0,151.0,1.0
Image00205.tif,54385.0,28017.0,15082.0,8310.0,4648.0,2606.0,1577.0,893.0,544.0,335.0,209.0,163.0,1.0
Image00239.tif,59572.0,30779.0,15623.0,8147.0,4239.0,2386.0,1270.0,752.0,418.0,241.0,141.0,83.0,1.0
Image00952.tif,64624.0,32879.0,16291.0,8253.0,4140.0,1999.0,1025.0,550.0,251.0,140.0,74.0,41.0,1.0
Image00946.tif,41958.0,20709.0,10341.0,5376.0,2856.0,1461.0,786.0,443.0,270.0,154.0,114.0,70.0,1.0
Image00775.tif,53934.0,26614.0,13369.0,7003.0,3751.0,2069.0,1182.0,737.0,492.0,316.0,209.0,179.0,1.0
Image00013.tif,49710.0,24211.0,12522.0,6731.0,3751.0,2160.0,1263.0,794.0,514.0,338.0,237.0,187.0,1.0
Image00761.tif,55177.0,27000.0,14039.0,7450.0,4098.0,2452.0,1422.0,919.0,541.0,374.0,266.0,198.0,1.0
Image00749.tif,56714.0,28596.0,14765.0,7818.0,4212.0,2401.0,1367.0,850.0,527.0,366.0,220.0,162.0,1.0
Image00991.tif,64572.0,32431.0,16196.0,8369.0,4217.0,2099.0,1016.0,529.0,247.0,166.0,69.0,35.0,1.0
Image00985.tif,53998.0,26277.0,13401.0,7208.0,4033.0,2398.0,1509.0,962.0,655.0,458.0,320.0,244.0,1.0
Image00826.tif,65384.0,32562.0,16257.0,8309.0,4233.0,2110.0,1018.0,492.0,244.0,111.0,56.0,32.0,1.0
Image00198.tif,62829.0,32096.0,15922.0,8344.0,4389.0,2147.0,1143.0,580.0,300.0,167.0,79.0,36.0,1.0
Image00832.tif,55442.0,27356.0,14237.0,7308.0,4064.0,2283.0,1225.0,816.0,494.0,313.0,232.0,172.0,1.0
Image00601.tif,58261.0,30396.0,16002.0,8344.0,4600.0,2341.0,1308.0,765.0,402.0,221.0,123.0,70.0,1.0
Image00167.tif,56342.0,29447.0,15455.0,8436.0,4485.0,2520.0,1415.0,808.0,481.0,258.0,164.0,114.0,1.0
Image00173.tif,49028.0,24562.0,13245.0,7747.0,4452.0,2797.0,1937.0,1222.0,811.0,566.0,375.0,297.0,1.0
Image00615.tif,63911.0,32404.0,16328.0,8385.0,4124.0,2127.0,1116.0,524.0,266.0,124.0,70.0,41.0,1.0
Image00629.tif,64346.0,32418.0,16390.0,8229.0,4172.0,2069.0,1088.0,530.0,276.0,132.0,91.0,38.0,1.0
Image00365.tif,65619.0,32671.0,16319.0,8224.0,3994.0,2047.0,1045.0,515.0,256.0,164.0,74.0,35.0,1.0
Image00403.tif,65131.0,32700.0,16316.0,8082.0,4057.0,2067.0,1048.0,551.0,277.0,133.0,75.0,40.0,1.0
Image00417.tif,59793.0,29996.0,15441.0,7975.0,4272.0,2273.0,1322.0,764.0,437.0,276.0,179.0,120.0,1.0
Image00371.tif,62628.0,31733.0,16235.0,8245.0,4219.0,2170.0,1157.0,623.0,359.0,152.0,86.0,57.0,1.0
Image00359.tif,51795.0,25759.0,12874.0,6458.0,3163.0,1607.0,793.0,386.0,192.0,96.0,56.0,44.0,1.0
Image00375.tif,57984.0,29381.0,14891.0,7449.0,3741.0,1876.0,972.0,506.0,251.0,130.0,62.0,34.0,1.0
Image00413.tif,64166.0,32302.0,16252.0,8225.0,4145.0,2128.0,1101.0,555.0,268.0,153.0,82.0,48.0,1.0
Image00407.tif,62728.0,31261.0,15721.0,7866.0,3905.0,2129.0,1111.0,541.0,316.0,139.0,93.0,42.0,1.0
Image00361.tif,63407.0,30818.0,15407.0,7937.0,4017.0,2229.0,1184.0,702.0,378.0,234.0,129.0,88.0,1.0
Image00349.tif,63827.0,32534.0,16346.0,8320.0,4157.0,2069.0,1060.0,599.0,258.0,146.0,69.0,50.0,1.0
Image00611.tif,63205.0,32282.0,16186.0,8252.0,4255.0,2159.0,1140.0,555.0,280.0,157.0,80.0,31.0,1.0
Image00177.tif,47336.0,23206.0,12217.0,7160.0,4356.0,2841.0,1831.0,1302.0,919.0,638.0,431.0,343.0,1.0
Image00163.tif,59335.0,30031.0,15152.0,7999.0,4350.0,2429.0,1404.0,737.0,438.0,290.0,163.0,100.0,1.0
Image00605.tif,63020.0,32439.0,15949.0,8170.0,4303.0,2197.0,1138.0,565.0,280.0,161.0,97.0,49.0,1.0
Image00639.tif,64948.0,32377.0,16287.0,8319.0,4178.0,2118.0,1051.0,493.0,246.0,131.0,68.0,40.0,1.0
Image00836.tif,65500.0,32809.0,16527.0,8262.0,3950.0,2067.0,982.0,540.0,263.0,118.0,55.0,35.0,1.0
Image00188.tif,65663.0,32812.0,16251.0,8123.0,4219.0,2009.0,1040.0,492.0,302.0,118.0,57.0,31.0,1.0
Image00822.tif,58994.0,29034.0,14595.0,7547.0,4087.0,2187.0,1248.0,695.0,481.0,292.0,184.0,154.0,1.0
Image00765.tif,49394.0,24467.0,12370.0,6143.0,2959.0,1498.0,817.0,402.0,207.0,93.0,58.0,28.0,1.0
Image00003.tif,47386.0,23863.0,12393.0,6434.0,3523.0,2002.0,1142.0,718.0,373.0,289.0,177.0,108.0,1.0
Image00017.tif,64535.0,32211.0,16148.0,8020.0,4015.0,2044.0,1096.0,543.0,307.0,151.0,82.0,52.0,1.0
Image00771.tif,59486.0,30060.0,15491.0,8189.0,4371.0,2399.0,1306.0,761.0,439.0,255.0,152.0,96.0,1.0
Image00981.tif,54174.0,26635.0,13424.0,7190.0,3995.0,2200.0,1383.0,851.0,605.0,403.0,304.0,204.0,1.0
Image00759.tif,54867.0,26549.0,13525.0,7329.0,3965.0,2225.0,1352.0,789.0,587.0,398.0,268.0,223.0,1.0
Image00995.tif,64346.0,32312.0,16282.0,8221.0,4152.0,2074.0,1086.0,529.0,293.0,161.0,73.0,50.0,1.0
Image00942.tif,55293.0,27627.0,14072.0,7140.0,3502.0,1920.0,981.0,504.0,259.0,159.0,98.0,45.0,1.0
Image00956.tif,52519.0,25917.0,13251.0,7213.0,4123.0,2387.0,1459.0,956.0,662.0,424.0,342.0,261.0,1.0
Image00201.tif,44805.0,22116.0,11733.0,6984.0,4590.0,2876.0,1957.0,1438.0,993.0,675.0,574.0,391.0,1.0
Image00567.tif,62536.0,32046.0,16073.0,8086.0,4187.0,2183.0,1182.0,635.0,319.0,179.0,90.0,52.0,1.0
Image00573.tif,51080.0,25927.0,13900.0,7969.0,4564.0,2838.0,1761.0,1081.0,734.0,477.0,315.0,209.0,1.0
Image00215.tif,64547.0,32408.0,16284.0,8355.0,4090.0,2096.0,1066.0,534.0,284.0,161.0,58.0,36.0,1.0
Image00229.tif,47030.0,23084.0,12284.0,6820.0,3713.0,2266.0,1553.0,882.0,736.0,473.0,344.0,282.0,1.0
Image00598.tif,54379.0,26825.0,13858.0,7533.0,4176.0,2600.0,1650.0,993.0,709.0,434.0,293.0,251.0,1.0
Image00599.tif,61389.0,30453.0,15459.0,8027.0,4225.0,2273.0,1255.0,726.0,370.0,245.0,141.0,100.0,1.0
Image00228.tif,59365.0,30239.0,15436.0,7945.0,4228.0,2346.0,1309.0,736.0,420.0,283.0,187.0,101.0,1.0
Image00572.tif,59271.0,29924.0,15003.0,7934.0,4234.0,2260.0,1305.0,745.0,446.0,278.0,204.0,157.0,1.0
Image00214.tif,60323.0,30976.0,15711.0,8287.0,4368.0,2286.0,1173.0,655.0,419.0,231.0,156.0,77.0,1.0
Image00200.tif,63019.0,32221.0,16423.0,8270.0,4257.0,2141.0,1069.0,587.0,279.0,145.0,85.0,41.0,1.0
Image00566.tif,62686.0,31586.0,16163.0,8275.0,4286.0,2232.0,1084.0,605.0,314.0,185.0,89.0,52.0,1.0
Image00957.tif,64935.0,32352.0,16505.0,8146.0,4069.0,2115.0,981.0,552.0,274.0,175.0,63.0,37.0,1.0
Image00943.tif,63860.0,32221.0,16233.0,8330.0,4185.0,2136.0,1085.0,564.0,286.0,132.0,86.0,39.0,1.0
Image00994.tif,61965.0,31575.0,16178.0,8261.0,4212.0,2187.0,1209.0,629.0,338.0,184.0,87.0,64.0,1.0
Image00758.tif,55957.0,27744.0,14044.0,7023.0,3715.0,1905.0,975.0,550.0,315.0,191.0,122.0,61.0,1.0
Image00980.tif,62599.0,31547.0,15786.0,8241.0,4332.0,2226.0,1210.0,610.0,354.0,177.0,120.0,49.0,1.0
Image00016.tif,55747.0,28337.0,14785.0,8093.0,4450.0,2528.0,1547.0,899.0,581.0,356.0,207.0,153.0,1.0
Image00770.tif,54429.0,26997.0,13625.0,7305.0,4096.0,2352.0,1470.0,889.0,623.0,470.0,307.0,233.0,1.0
Image00764.tif,50175.0,25123.0,12459.0,6427.0,3345.0,1712.0,890.0,464.0,273.0,157.0,94.0,54.0,1.0
Image00002.tif,48474.0,24068.0,12686.0,6837.0,3824.0,2243.0,1423.0,834.0,499.0,311.0,197.0,164.0,1.0
Image00823.tif,60439.0,30183.0,15098.0,7704.0,4059.0,2188.0,1219.0,704.0,422.0,269.0,193.0,147.0,1.0
Image00837.tif,55160.0,27232.0,13751.0,7004.0,3680.0,2054.0,1038.0,636.0,402.0,252.0,186.0,127.0,1.0
Image00189.tif,54063.0,26954.0,14235.0,7986.0,4275.0,2462.0,1571.0,947.0,609.0,468.0,321.0,243.0,1.0
Image00638.tif,54536.0,26900.0,13888.0,7353.0,4100.0,2529.0,1486.0,966.0,684.0,460.0,317.0,218.0,1.0
Image00162.tif,63441.0,32007.0,16001.0,8142.0,4272.0,2194.0,1103.0,581.0,275.0,152.0,115.0,65.0,1.0
Image00604.tif,57683.0,28939.0,14854.0,7844.0,4278.0,2402.0,1362.0,876.0,487.0,343.0,216.0,171.0,1.0
Image00610.tif,62751.0,31284.0,15539.0,8028.0,4100.0,2216.0,1184.0,632.0,358.0,195.0,141.0,82.0,1.0
Image00176.tif,59981.0,30566.0,15752.0,8268.0,4318.0,2337.0,1256.0,712.0,408.0,212.0,129.0,75.0,1.0
Image00348.tif,64997.0,32813.0,16398.0,8204.0,4132.0,2063.0,990.0,513.0,289.0,138.0,69.0,21.0,1.0
Image00406.tif,64414.0,32328.0,16474.0,8071.0,4199.0,2049.0,1111.0,543.0,275.0,147.0,84.0,41.0,1.0
Image00360.tif,33778.0,16691.0,8419.0,4135.0,2232.0,1137.0,556.0,335.0,183.0,108.0,71.0,57.0,1.0
Image00374.tif,59932.0,30542.0,15431.0,8084.0,4280.0,2365.0,1270.0,687.0,453.0,256.0,150.0,96.0,1.0
Image00412.tif,65428.0,32808.0,16358.0,8243.0,4110.0,2052.0,988.0,514.0,235.0,160.0,60.0,30.0,1.0
Image00362.tif,60306.0,28506.0,14399.0,7587.0,4066.0,2341.0,1375.0,892.0,534.0,389.0,246.0,169.0,1.0
Image00404.tif,48258.0,24190.0,12908.0,7427.0,4474.0,2764.0,1831.0,1220.0,779.0,583.0,415.0,310.0,1.0
Image00410.tif,61066.0,30051.0,15270.0,7777.0,4137.0,2266.0,1231.0,723.0,385.0,259.0,164.0,119.0,1.0
Image00376.tif,62059.0,31221.0,15846.0,8042.0,4220.0,2217.0,1184.0,623.0,381.0,226.0,127.0,71.0,1.0
Image00438.tif,65328.0,32753.0,16460.0,8270.0,4116.0,1973.0,1076.0,512.0,246.0,125.0,56.0,26.0,1.0
Image00389.tif,65555.0,33084.0,16406.0,8218.0,4102.0,2045.0,957.0,500.0,249.0,119.0,55.0,29.0,1.0
Image00606.tif,54187.0,26790.0,13703.0,7597.0,4290.0,2517.0,1566.0,990.0,641.0,420.0,314.0,214.0,1.0
Image00160.tif,57866.0,28689.0,14826.0,7955.0,4208.0,2449.0,1490.0,851.0,521.0,336.0,213.0,139.0,1.0
Image00174.tif,48689.0,24319.0,13058.0,7593.0,4534.0,2871.0,1866.0,1223.0,797.0,583.0,399.0,276.0,1.0
Image00612.tif,60921.0,30396.0,15620.0,8265.0,4373.0,2333.0,1370.0,733.0,394.0,228.0,116.0,66.0,1.0
Image00148.tif,64352.0,32359.0,16139.0,8321.0,4157.0,2062.0,1154.0,570.0,269.0,139.0,74.0,43.0,1.0
Image00809.tif,53086.0,26145.0,12982.0,6436.0,3487.0,1824.0,1002.0,530.0,317.0,202.0,168.0,100.0,1.0
Image00821.tif,54247.0,26557.0,13624.0,7097.0,3997.0,2359.0,1377.0,892.0,616.0,421.0,303.0,203.0,1.0
Image00835.tif,62986.0,31499.0,15750.0,7959.0,4008.0,1948.0,992.0,472.0,261.0,130.0,60.0,29.0,1.0
Image00772.tif,65170.0,32389.0,16374.0,8271.0,4140.0,2057.0,1018.0,585.0,264.0,124.0,71.0,24.0,1.0
Image00014.tif,53507.0,26760.0,14479.0,7683.0,4376.0,2660.0,1599.0,939.0,592.0,404.0,269.0,208.0,1.0
Image00766.tif,57760.0,28956.0,14666.0,7555.0,4144.0,2354.0,1443.0,764.0,546.0,319.0,254.0,153.0,1.0
Image00996.tif,59577.0,29346.0,14829.0,7514.0,3978.0,2051.0,1166.0,723.0,417.0,301.0,233.0,148.0,1.0
Image00028.tif,57721.0,28326.0,14305.0,7524.0,4180.0,2345.0,1366.0,843.0,515.0,370.0,254.0,208.0,1.0
Image00982.tif,53203.0,26358.0,13168.0,7248.0,3999.0,2444.0,1489.0,895.0,618.0,490.0,331.0,262.0,1.0
Image00969.tif,59032.0,29137.0,14561.0,7285.0,3748.0,1893.0,988.0,480.0,292.0,154.0,87.0,51.0,1.0
Image00955.tif,54738.0,26786.0,13902.0,7257.0,4114.0,2350.0,1411.0,870.0,587.0,376.0,253.0,216.0,1.0
Image00799.tif,62064.0,30677.0,15561.0,7923.0,4149.0,2168.0,1240.0,681.0,379.0,258.0,167.0,85.0,1.0
Image00941.tif,41491.0,19245.0,10136.0,6048.0,3995.0,2610.0,1922.0,1389.0,969.0,787.0,639.0,498.0,1.0
Image00216.tif,55028.0,28065.0,14906.0,7939.0,4444.0,2535.0,1487.0,880.0,544.0,383.0,215.0,138.0,1.0
Image00570.tif,64519.0,32177.0,16123.0,8145.0,4156.0,2114.0,1064.0,560.0,310.0,147.0,82.0,48.0,1.0
Image00564.tif,60600.0,30524.0,15871.0,8381.0,4501.0,2430.0,1336.0,659.0,365.0,201.0,96.0,39.0,1.0
Image00202.tif,58434.0,30182.0,15628.0,8293.0,4381.0,2361.0,1361.0,795.0,422.0,242.0,149.0,91.0,1.0
Image00558.tif,53103.0,26748.0,13611.0,7396.0,4239.0,2392.0,1603.0,1021.0,647.0,492.0,327.0,288.0,1.0
Image00559.tif,57901.0,28912.0,14803.0,8015.0,4358.0,2498.0,1456.0,868.0,552.0,339.0,235.0,158.0,1.0
Image00565.tif,53264.0,26398.0,13745.0,7431.0,4162.0,2543.0,1572.0,1021.0,726.0,497.0,319.0,257.0,1.0
Image00203.tif,58065.0,29531.0,15397.0,8078.0,4185.0,2493.0,1380.0,791.0,465.0,303.0,169.0,119.0,1.0
Image00217.tif,65330.0,32633.0,16561.0,8170.0,4114.0,2043.0,1017.0,496.0,277.0,117.0,73.0,38.0,1.0
Image00571.tif,61992.0,31571.0,15871.0,8221.0,4305.0,2221.0,1156.0,657.0,352.0,168.0,105.0,59.0,1.0
Image00940.tif,63007.0,30784.0,15507.0,7946.0,4127.0,2215.0,1201.0,631.0,374.0,223.0,148.0,91.0,1.0
Image00798.tif,57858.0,28592.0,14543.0,7593.0,3966.0,2325.0,1338.0,803.0,501.0,352.0,224.0,166.0,1.0
